id,rule_id,workflow_execution_id,result,condition_result,context,created_at,started_at,ended_at,error,review,review_comment,reviewer_id,reviewed_at,_cdc_operation,_cdc_lsn,_cdc_loaded_at
2f1d80ea-fb91-fb90-7bd5-0aeb679111dd,e353a243-594d-e8d7-add7-4b0fe90b3651,6405d362-719d-eadd-817c-6779d52d8f91,PASS,false,"{""user_id"": ""7bf47042-bd15-31c8-3764-fbda3108d448"", ""transaction_id"": ""0fcf601f-1cb9-b73a-906d-5c8cead08c89""}",2026-08-19 03:22:03,2026-08-19 03:22:03,2026-08-19 03:22:05,,,,,,INSERT,2784,2026-09-07 11:46:00
d904b887-d77b-03b3-3c24-3b45d1fd4711,6ad3cc40-96d2-6487-641a-4b7454c93d44,6405d362-719d-eadd-817c-6779d52d8f91,PASS,false,"{""user_id"": ""7bf47042-bd15-31c8-3764-fbda3108d448"", ""transaction_id"": ""0fcf601f-1cb9-b73a-906d-5c8cead08c89""}",2026-08-19 03:22:03,2026-08-19 03:22:03,2026-08-19 03:22:05,,,,,,INSERT,2785,2026-09-07 11:45:00
9cddd7c2-d25a-0b3f-42a1-279b8bf5caed,9cc41ca3-d58c-449e-57e0-d57bb3ab800b,6405d362-719d-eadd-817c-6779d52d8f91,PASS,false,"{""user_id"": ""7bf47042-bd15-31c8-3764-fbda3108d448"", ""transaction_id"": ""0fcf601f-1cb9-b73a-906d-5c8cead08c89""}",2026-08-19 03:22:03,2026-08-19 03:22:03,2026-08-19 03:22:05,,,,,,INSERT,2786,2026-09-07 11:36:00
be9e01a9-d18c-7fde-2445-8bad2f4f914c,cad6d3ef-cae2-f489-f7d8-e0869110c9fd,1f89cec2-9dfe-19d2-a87d-2106dbfbfea4,PASS,false,"{""user_id"": ""d4aac9a3-3ed8-c56c-da09-dfa052828d80"", ""transaction_id"": ""9f027cbf-eb29-d912-9d1b-83dfa46b6fce""}",2026-08-10 07:07:44,2026-08-10 07:07:44,2026-08-10 07:07:46,,,,,,INSERT,2787,2026-09-07 11:45:00
82f2a59e-2bb7-f146-3d9d-542aa84fa67f,4f2fcfd6-46b8-21c7-fe73-1856f1fcfc36,1f89cec2-9dfe-19d2-a87d-2106dbfbfea4,PASS,false,"{""user_id"": ""d4aac9a3-3ed8-c56c-da09-dfa052828d80"", ""transaction_id"": ""9f027cbf-eb29-d912-9d1b-83dfa46b6fce""}",2026-08-10 07:07:44,2026-08-10 07:07:44,2026-08-10 07:07:46,,,,,,INSERT,2788,2026-09-07 11:45:00
334a34a8-8bf3-49a3-b31a-dd22bdddbd36,e353a243-594d-e8d7-add7-4b0fe90b3651,1f89cec2-9dfe-19d2-a87d-2106dbfbfea4,PASS,false,"{""user_id"": ""d4aac9a3-3ed8-c56c-da09-dfa052828d80"", ""transaction_id"": ""9f027cbf-eb29-d912-9d1b-83dfa46b6fce""}",2026-08-10 07:07:44,2026-08-10 07:07:44,2026-08-10 07:07:46,,,,,,INSERT,2789,2026-09-07 11:47:00
62c526ab-6424-fa05-4672-48f6aaee5d68,26755363-ae50-f96e-7760-94f625aa620f,199ae3da-aae3-9bc0-4a19-54ec4a3fcfda,PASS,false,"{""user_id"": ""d0e6e660-7c69-dee1-bb5e-4bcf15ed6269"", ""transaction_id"": ""7799fddb-79e5-46e7-dd3e-e854534064b0""}",2026-08-25 17:05:31,2026-08-25 17:05:31,2026-08-25 17:05:33,,,,,,INSERT,2790,2026-09-07 11:45:00
76c6533e-1b7a-5c94-ccc3-4f70b2995e18,f82f2dc3-1c35-730b-49d5-245358d4d949,199ae3da-aae3-9bc0-4a19-54ec4a3fcfda,PASS,false,"{""user_id"": ""d0e6e660-7c69-dee1-bb5e-4bcf15ed6269"", ""transaction_id"": ""7799fddb-79e5-46e7-dd3e-e854534064b0""}",2026-08-25 17:05:31,2026-08-25 17:05:31,2026-08-25 17:05:33,,,,,,INSERT,2791,2026-09-07 11:48:00
25ee3dfd-6cc1-da4d-d041-1dec6ab9ba0f,747cb18f-cb9a-efff-6ef7-35aa1f7a63af,199ae3da-aae3-9bc0-4a19-54ec4a3fcfda,PASS,false,"{""user_id"": ""d0e6e660-7c69-dee1-bb5e-4bcf15ed6269"", ""transaction_id"": ""7799fddb-79e5-46e7-dd3e-e854534064b0""}",2026-08-25 17:05:31,2026-08-25 17:05:31,2026-08-25 17:05:33,,,,,,INSERT,2792,2026-09-07 11:49:00
71c966b3-9eb0-3954-a83d-b2dfe4aa212a,e353a243-594d-e8d7-add7-4b0fe90b3651,63b1a52e-9070-01b6-1ec0-9c3575035829,PASS,false,"{""user_id"": ""89e06ab3-7250-ee18-260a-5962dd81b7f5"", ""transaction_id"": ""8b0a4802-bd64-e8d6-b757-ec69c09c3207""}",2026-08-22 19:45:07,2026-08-22 19:45:07,2026-08-22 19:45:09,,,,,,INSERT,2793,2026-09-07 11:49:00
23a9654d-f679-d544-5acf-614ae834fb5b,9cc41ca3-d58c-449e-57e0-d57bb3ab800b,63b1a52e-9070-01b6-1ec0-9c3575035829,FAIL,true,"{""user_id"": ""89e06ab3-7250-ee18-260a-5962dd81b7f5"", ""transaction_id"": ""8b0a4802-bd64-e8d6-b757-ec69c09c3207""}",2026-08-22 19:45:07,2026-08-22 19:45:07,2026-08-22 19:45:09,,REVIEWED,,75566ff1-b91a-ce28-e1e6-8d3577c8c297,2026-08-23 13:45:07,INSERT,2794,2026-09-07 11:38:00
47414ca4-23d9-9d90-c964-f746dbd165a3,26755363-ae50-f96e-7760-94f625aa620f,63b1a52e-9070-01b6-1ec0-9c3575035829,FAIL,true,"{""user_id"": ""89e06ab3-7250-ee18-260a-5962dd81b7f5"", ""transaction_id"": ""8b0a4802-bd64-e8d6-b757-ec69c09c3207""}",2026-08-22 19:45:07,2026-08-22 19:45:07,2026-08-22 19:45:09,,REVIEWED,,4d8cd019-a88f-c85a-c33a-402ec8f3332a,2026-08-23 21:45:07,INSERT,2795,2026-09-07 11:47:00
c17d049c-6253-4b28-e479-19ddba68e69f,8523d070-945b-3711-0a85-872230c95ec4,c590f851-fb38-5671-3b45-d977c2896a30,PASS,false,"{""user_id"": ""3fcb7546-8eb2-2579-0cdb-1ca476ecbdd6"", ""transaction_id"": ""1eb2a7b8-da3c-45ca-43d7-8f2b769de1e3""}",2026-08-30 21:30:31,2026-08-30 21:30:31,2026-08-30 21:30:33,,,,,,INSERT,2796,2026-09-07 11:55:00
107a8bcc-ec20-d201-6b88-ccd0f92b7b46,6ad3cc40-96d2-6487-641a-4b7454c93d44,c590f851-fb38-5671-3b45-d977c2896a30,PASS,false,"{""user_id"": ""3fcb7546-8eb2-2579-0cdb-1ca476ecbdd6"", ""transaction_id"": ""1eb2a7b8-da3c-45ca-43d7-8f2b769de1e3""}",2026-08-30 21:30:31,2026-08-30 21:30:31,2026-08-30 21:30:33,,,,,,INSERT,2797,2026-09-07 11:36:00
1d4e2772-401f-b5a6-9ca5-b74f0fda6ca4,4f2fcfd6-46b8-21c7-fe73-1856f1fcfc36,c590f851-fb38-5671-3b45-d977c2896a30,PASS,false,"{""user_id"": ""3fcb7546-8eb2-2579-0cdb-1ca476ecbdd6"", ""transaction_id"": ""1eb2a7b8-da3c-45ca-43d7-8f2b769de1e3""}",2026-08-30 21:30:31,2026-08-30 21:30:31,2026-08-30 21:30:33,,,,,,INSERT,2798,2026-09-07 11:43:00
221a7c4e-60ac-4a64-7313-1038b2dfb075,747cb18f-cb9a-efff-6ef7-35aa1f7a63af,c36b0890-7108-022a-12a8-5ff7bffbbc83,FAIL,true,"{""user_id"": ""25074181-8d1f-b540-74ef-f5453e652603"", ""transaction_id"": ""255b30e2-bdc2-b74b-38a5-6b49dd34aa18""}",2026-08-08 16:34:55,2026-08-08 16:34:55,2026-08-08 16:34:57,,REVIEWED,,8e74b39c-92e3-3940-a32c-5e99fd26a41b,2026-08-09 05:34:55,INSERT,2799,2026-09-07 11:53:00
0634caf6-9505-06dd-1605-4b9e313a4c74,e353a243-594d-e8d7-add7-4b0fe90b3651,c36b0890-7108-022a-12a8-5ff7bffbbc83,PASS,false,"{""user_id"": ""25074181-8d1f-b540-74ef-f5453e652603"", ""transaction_id"": ""255b30e2-bdc2-b74b-38a5-6b49dd34aa18""}",2026-08-08 16:34:55,2026-08-08 16:34:55,2026-08-08 16:34:57,,,,,,INSERT,2800,2026-09-07 11:52:00
08825d14-341b-2c09-18a0-f6c0ab2d2fef,4f2fcfd6-46b8-21c7-fe73-1856f1fcfc36,c36b0890-7108-022a-12a8-5ff7bffbbc83,PASS,false,"{""user_id"": ""25074181-8d1f-b540-74ef-f5453e652603"", ""transaction_id"": ""255b30e2-bdc2-b74b-38a5-6b49dd34aa18""}",2026-08-08 16:34:55,2026-08-08 16:34:55,2026-08-08 16:34:57,,,,,,INSERT,2801,2026-09-07 11:53:00
8f06c963-e656-64ac-9e54-a1755b429d0e,8523d070-945b-3711-0a85-872230c95ec4,30accfda-7f05-5b10-8735-2231a4695757,PASS,false,"{""user_id"": ""c1101266-2408-a6dc-1346-d1a9f6802cdb"", ""transaction_id"": ""40efa857-015f-566c-0ba6-aa86cf5285f7""}",2026-09-01 10:41:19,2026-09-01 10:41:19,2026-09-01 10:41:21,,,,,,INSERT,2802,2026-09-07 11:37:00
11310c8b-cd35-637c-234b-ae09da79d686,f82f2dc3-1c35-730b-49d5-245358d4d949,30accfda-7f05-5b10-8735-2231a4695757,PASS,false,"{""user_id"": ""c1101266-2408-a6dc-1346-d1a9f6802cdb"", ""transaction_id"": ""40efa857-015f-566c-0ba6-aa86cf5285f7""}",2026-09-01 10:41:19,2026-09-01 10:41:19,2026-09-01 10:41:21,,,,,,INSERT,2803,2026-09-07 11:53:00
604948be-a01e-d90e-6d71-68e9705a501c,747cb18f-cb9a-efff-6ef7-35aa1f7a63af,30accfda-7f05-5b10-8735-2231a4695757,PASS,false,"{""user_id"": ""c1101266-2408-a6dc-1346-d1a9f6802cdb"", ""transaction_id"": ""40efa857-015f-566c-0ba6-aa86cf5285f7""}",2026-09-01 10:41:19,2026-09-01 10:41:19,2026-09-01 10:41:21,,,,,,INSERT,2804,2026-09-07 11:41:00
0d2dba72-3b06-dd82-7fab-9b071e307f10,af7ead9e-ed5f-24c3-7fb9-ae4902223c10,c84a89b8-208f-ae02-1401-3b9991b3f921,PASS,false,"{""user_id"": ""d4aac9a3-3ed8-c56c-da09-dfa052828d80"", ""transaction_id"": ""d59ef0fd-1204-f4d6-bbfb-1b710a683eb8""}",2026-07-27 07:55:33,2026-07-27 07:55:33,2026-07-27 07:55:35,,,,,,INSERT,2805,2026-09-07 11:53:00
05c55810-54b7-28fa-8a60-b33299fb38a9,9cc41ca3-d58c-449e-57e0-d57bb3ab800b,c84a89b8-208f-ae02-1401-3b9991b3f921,PASS,false,"{""user_id"": ""d4aac9a3-3ed8-c56c-da09-dfa052828d80"", ""transaction_id"": ""d59ef0fd-1204-f4d6-bbfb-1b710a683eb8""}",2026-07-27 07:55:33,2026-07-27 07:55:33,2026-07-27 07:55:35,,,,,,INSERT,2806,2026-09-07 11:32:00
4a36a7c0-f0cc-4f56-d242-89ea39597465,6ad3cc40-96d2-6487-641a-4b7454c93d44,c84a89b8-208f-ae02-1401-3b9991b3f921,PASS,false,"{""user_id"": ""d4aac9a3-3ed8-c56c-da09-dfa052828d80"", ""transaction_id"": ""d59ef0fd-1204-f4d6-bbfb-1b710a683eb8""}",2026-07-27 07:55:33,2026-07-27 07:55:33,2026-07-27 07:55:35,,,,,,INSERT,2807,2026-09-07 11:36:00
3dcc4915-934a-85d9-88cf-ffa2132497ee,6ad3cc40-96d2-6487-641a-4b7454c93d44,5b9facde-b409-b855-63f2-fc26405a8f9e,PASS,false,"{""user_id"": ""750cab75-4ccc-9bc2-a53f-8a28abf3e3fc"", ""transaction_id"": ""2138afe0-8d38-bbd8-fba6-abf7cdbcc653""}",2026-08-20 09:28:59,2026-08-20 09:28:59,2026-08-20 09:29:01,,,,,,INSERT,2808,2026-09-07 11:38:00
9c7ab4e3-ee8b-09a3-848b-e725da6b0060,4f2fcfd6-46b8-21c7-fe73-1856f1fcfc36,5b9facde-b409-b855-63f2-fc26405a8f9e,PASS,false,"{""user_id"": ""750cab75-4ccc-9bc2-a53f-8a28abf3e3fc"", ""transaction_id"": ""2138afe0-8d38-bbd8-fba6-abf7cdbcc653""}",2026-08-20 09:28:59,2026-08-20 09:28:59,2026-08-20 09:29:01,,,,,,INSERT,2809,2026-09-07 11:34:00
9e5f8378-6633-427e-4fee-ea91800314a8,9cc41ca3-d58c-449e-57e0-d57bb3ab800b,5b9facde-b409-b855-63f2-fc26405a8f9e,PASS,false,"{""user_id"": ""750cab75-4ccc-9bc2-a53f-8a28abf3e3fc"", ""transaction_id"": ""2138afe0-8d38-bbd8-fba6-abf7cdbcc653""}",2026-08-20 09:28:59,2026-08-20 09:28:59,2026-08-20 09:29:01,,,,,,INSERT,2810,2026-09-07 11:40:00
55a47eab-3354-b4be-42c9-1aaf6be13e78,f82f2dc3-1c35-730b-49d5-245358d4d949,95309450-1c62-44f4-e44d-8dc2b2908892,FAIL,true,"{""user_id"": ""6fa17735-b572-f3d0-0b5c-ea6a41357e8c"", ""transaction_id"": ""ef87bf0d-c802-2f8e-38de-6b6e86c45e42""}",2026-08-23 00:32:56,2026-08-23 00:32:56,2026-08-23 00:32:58,,REVIEWED,,23a86b61-0f34-4fe1-c3c5-bbb5e355ce16,2026-08-23 14:32:56,INSERT,2811,2026-09-07 11:48:00
b3fdc2b8-9c29-1269-e781-c4cc9058e121,9cc41ca3-d58c-449e-57e0-d57bb3ab800b,95309450-1c62-44f4-e44d-8dc2b2908892,PASS,false,"{""user_id"": ""6fa17735-b572-f3d0-0b5c-ea6a41357e8c"", ""transaction_id"": ""ef87bf0d-c802-2f8e-38de-6b6e86c45e42""}",2026-08-23 00:32:56,2026-08-23 00:32:56,2026-08-23 00:32:58,,,,,,INSERT,2812,2026-09-07 11:31:00
fb267d27-5889-55c0-090d-7d2fceb7803e,e353a243-594d-e8d7-add7-4b0fe90b3651,95309450-1c62-44f4-e44d-8dc2b2908892,PASS,false,"{""user_id"": ""6fa17735-b572-f3d0-0b5c-ea6a41357e8c"", ""transaction_id"": ""ef87bf0d-c802-2f8e-38de-6b6e86c45e42""}",2026-08-23 00:32:56,2026-08-23 00:32:56,2026-08-23 00:32:58,,,,,,INSERT,2813,2026-09-07 11:45:00
3a4e2920-f8b1-f902-e05f-039cd98eb024,747cb18f-cb9a-efff-6ef7-35aa1f7a63af,39a9a8a9-81f2-5a73-7f20-f661091d1643,FAIL,true,"{""user_id"": ""de8a774b-cf36-d58b-4737-819096da1dac"", ""transaction_id"": ""cc18dd0e-7978-dc84-ea89-a9797aa6d6ea""}",2026-09-02 23:28:41,2026-09-02 23:28:41,2026-09-02 23:28:43,,REVIEWED,,06bf1fb7-0e2b-d8c9-ee66-2c46057d4e28,2026-09-03 12:28:41,INSERT,2814,2026-09-07 11:42:00
8caef9ec-6d44-f723-b38a-df826e020a88,cad6d3ef-cae2-f489-f7d8-e0869110c9fd,39a9a8a9-81f2-5a73-7f20-f661091d1643,PASS,false,"{""user_id"": ""de8a774b-cf36-d58b-4737-819096da1dac"", ""transaction_id"": ""cc18dd0e-7978-dc84-ea89-a9797aa6d6ea""}",2026-09-02 23:28:41,2026-09-02 23:28:41,2026-09-02 23:28:43,,,,,,INSERT,2815,2026-09-07 11:32:00
9d9b72b9-e5ab-686c-1e34-c29a701dadb0,f82f2dc3-1c35-730b-49d5-245358d4d949,39a9a8a9-81f2-5a73-7f20-f661091d1643,FAIL,true,"{""user_id"": ""de8a774b-cf36-d58b-4737-819096da1dac"", ""transaction_id"": ""cc18dd0e-7978-dc84-ea89-a9797aa6d6ea""}",2026-09-02 23:28:41,2026-09-02 23:28:41,2026-09-02 23:28:43,,REVIEWED,,5a0ed9b7-5e22-27d4-e74f-232bfb876271,2026-09-03 12:28:41,INSERT,2816,2026-09-07 11:35:00
a8164d18-1f54-0e96-a857-59007a8c2c36,8523d070-945b-3711-0a85-872230c95ec4,9a37ef9d-5983-ce94-506a-8dd30b31324f,PASS,false,"{""user_id"": ""7bf47042-bd15-31c8-3764-fbda3108d448"", ""transaction_id"": ""c7195dd0-16f0-c19c-a894-b11eabb558e1""}",2026-08-11 17:20:27,2026-08-11 17:20:27,2026-08-11 17:20:29,,,,,,INSERT,2817,2026-09-07 11:34:00
34b34dcb-8b2c-65b5-f039-0686400d083a,9cc41ca3-d58c-449e-57e0-d57bb3ab800b,9a37ef9d-5983-ce94-506a-8dd30b31324f,FAIL,true,"{""user_id"": ""7bf47042-bd15-31c8-3764-fbda3108d448"", ""transaction_id"": ""c7195dd0-16f0-c19c-a894-b11eabb558e1""}",2026-08-11 17:20:27,2026-08-11 17:20:27,2026-08-11 17:20:29,,REVIEWED,,d03c9c2c-bc37-49b1-b48b-9a8c7eb3aefc,2026-08-12 16:20:27,INSERT,2818,2026-09-07 11:46:00
8a9a727f-b2a1-2a55-51a0-bd7c447d30b8,4f2fcfd6-46b8-21c7-fe73-1856f1fcfc36,9a37ef9d-5983-ce94-506a-8dd30b31324f,FAIL,true,"{""user_id"": ""7bf47042-bd15-31c8-3764-fbda3108d448"", ""transaction_id"": ""c7195dd0-16f0-c19c-a894-b11eabb558e1""}",2026-08-11 17:20:27,2026-08-11 17:20:27,2026-08-11 17:20:29,,REVIEWED,,58bd19da-0dd2-c843-1ab8-873380e1cc41,2026-08-12 20:20:27,INSERT,2819,2026-09-07 11:48:00
4ce7db3f-6259-66cc-9696-e8334728ddf6,f82f2dc3-1c35-730b-49d5-245358d4d949,05733d10-1d3e-be5b-f3fa-c1507429cf81,PASS,false,"{""user_id"": ""5f987c71-a65e-688e-abf3-ad39fec21bbe"", ""transaction_id"": ""f31046dc-6202-bee6-5cb5-e69c5dc7b3e6""}",2026-07-27 18:20:02,2026-07-27 18:20:02,2026-07-27 18:20:04,,,,,,INSERT,2820,2026-09-07 11:39:00
0f49d01a-15a1-5a52-f710-900bd3c1fe3f,e353a243-594d-e8d7-add7-4b0fe90b3651,05733d10-1d3e-be5b-f3fa-c1507429cf81,PASS,false,"{""user_id"": ""5f987c71-a65e-688e-abf3-ad39fec21bbe"", ""transaction_id"": ""f31046dc-6202-bee6-5cb5-e69c5dc7b3e6""}",2026-07-27 18:20:02,2026-07-27 18:20:02,2026-07-27 18:20:04,,,,,,INSERT,2821,2026-09-07 11:50:00
6249a586-9c18-6d49-dac5-609e47729adf,9cc41ca3-d58c-449e-57e0-d57bb3ab800b,05733d10-1d3e-be5b-f3fa-c1507429cf81,PASS,false,"{""user_id"": ""5f987c71-a65e-688e-abf3-ad39fec21bbe"", ""transaction_id"": ""f31046dc-6202-bee6-5cb5-e69c5dc7b3e6""}",2026-07-27 18:20:02,2026-07-27 18:20:02,2026-07-27 18:20:04,,,,,,INSERT,2822,2026-09-07 11:53:00
6e5b9598-a8f0-e3e0-2f36-9832611b92ab,e353a243-594d-e8d7-add7-4b0fe90b3651,71ab4711-6279-4a6e-61f1-4c98dcdeadc8,PASS,false,"{""user_id"": ""292bd156-db94-6570-1ac7-0ec0ab8ddeb4"", ""transaction_id"": ""636f6e5c-2253-e706-87ad-8b268eaa5841""}",2026-08-20 19:13:42,2026-08-20 19:13:42,2026-08-20 19:13:44,,,,,,INSERT,2823,2026-09-07 11:47:00
