event_id,user_id,device_id,platform,os_name,country,city,app_version,session_id,event_type,event_time,event_properties,user_properties,server_upload_time,_fivetran_synced
ce9205ae-cdb5-782a-678b-941fdcca9a71,,aeadd1dc-65f1-7e33-29dd-f2292df4e387,iOS,mobile,DE,London,5.2.0,7090618563848,sign_up.started,2026-08-18 14:45:17,{},"{""account_status"": ""ACTIVE""}",2026-08-18 14:45:22,2026-09-07 06:10:00
624d2ff7-81c8-d068-931e-5f8920f5128d,ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,aeadd1dc-65f1-7e33-29dd-f2292df4e387,iOS,mobile,DE,London,5.2.0,7090618563848,sign_up.completed,2026-08-18 14:57:17,{},"{""account_status"": ""ACTIVE""}",2026-08-18 14:57:22,2026-09-07 06:10:00
f5bd62cd-a760-90e7-7c73-a16602f77979,ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,aeadd1dc-65f1-7e33-29dd-f2292df4e387,iOS,mobile,DE,London,5.2.0,7090618563848,kyc_step.completed,2026-08-18 15:07:17,"{""step"": 1, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-08-18 15:07:22,2026-09-07 06:10:00
c577d3a5-6c26-2577-66d6-089eab91e501,ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,aeadd1dc-65f1-7e33-29dd-f2292df4e387,iOS,mobile,DE,London,5.2.0,7090618563848,kyc_step.completed,2026-08-18 15:17:17,"{""step"": 2, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-08-18 15:17:22,2026-09-07 06:10:00
4236d2f9-6ccb-9163-4d8e-6d5e0df473bb,ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,aeadd1dc-65f1-7e33-29dd-f2292df4e387,iOS,mobile,DE,London,5.2.0,7090618563848,kyc_step.completed,2026-08-18 15:27:17,"{""step"": 3, ""is_final_step"": true}","{""account_status"": ""ACTIVE""}",2026-08-18 15:27:22,2026-09-07 06:10:00
88f757fb-d81b-6bb7-55c6-b8d6b6472ba8,,cd6b4aa0-ce9f-bfeb-9a87-e44d1daf7374,Android,mobile,GB,London,5.2.0,9331295971554,app.opened,2026-08-15 08:34:09,{},"{""account_status"": ""INACTIVE""}",2026-08-15 08:34:14,2026-09-07 06:10:00
c9162eb7-1c96-8b9b-5d67-9515f8c5ef5c,,cd6b4aa0-ce9f-bfeb-9a87-e44d1daf7374,Android,mobile,GB,London,5.2.0,9331295971554,sign_up.started,2026-08-15 08:36:09,{},"{""account_status"": ""INACTIVE""}",2026-08-15 08:36:14,2026-09-07 06:10:00
decceaea-622b-3588-c275-da34881e40c6,6dadd6c7-95a7-6d79-bf3c-4c06434308bc,cd6b4aa0-ce9f-bfeb-9a87-e44d1daf7374,Android,mobile,GB,London,5.2.0,9331295971554,sign_up.completed,2026-08-15 08:51:09,{},"{""account_status"": ""INACTIVE""}",2026-08-15 08:51:14,2026-09-07 06:10:00
f2bd509b-564d-36b6-01c7-ea8b267fc6ec,6dadd6c7-95a7-6d79-bf3c-4c06434308bc,cd6b4aa0-ce9f-bfeb-9a87-e44d1daf7374,Android,mobile,GB,London,5.2.0,9331295971554,kyc_step.completed,2026-08-15 09:01:09,"{""step"": 1, ""is_final_step"": false}","{""account_status"": ""INACTIVE""}",2026-08-15 09:01:14,2026-09-07 06:10:00
4201938b-9714-44b7-b522-f610ef263a84,6dadd6c7-95a7-6d79-bf3c-4c06434308bc,cd6b4aa0-ce9f-bfeb-9a87-e44d1daf7374,Android,mobile,GB,London,5.2.0,9331295971554,kyc_step.completed,2026-08-15 09:11:09,"{""step"": 2, ""is_final_step"": false}","{""account_status"": ""INACTIVE""}",2026-08-15 09:11:14,2026-09-07 06:10:00
9d5130ae-d015-f623-83d0-3e333296c4c0,6dadd6c7-95a7-6d79-bf3c-4c06434308bc,cd6b4aa0-ce9f-bfeb-9a87-e44d1daf7374,Android,mobile,GB,London,5.2.0,9331295971554,kyc_step.completed,2026-08-15 09:21:09,"{""step"": 3, ""is_final_step"": true}","{""account_status"": ""INACTIVE""}",2026-08-15 09:21:14,2026-09-07 06:10:00
996d9303-e3a0-60f1-0cd1-9e0c5dfa8933,,76fab828-0c6d-5a71-6f54-d2b9747a2ecd,iOS,mobile,GB,London,5.2.0,9098116260900,app.opened,2026-08-07 04:11:13,{},"{""account_status"": ""INACTIVE""}",2026-08-07 04:11:18,2026-09-07 06:10:00
6cfad76f-4098-7d5c-5e8a-35cbafb719ba,,76fab828-0c6d-5a71-6f54-d2b9747a2ecd,iOS,mobile,GB,London,5.2.0,9098116260900,sign_up.started,2026-08-07 04:13:13,{},"{""account_status"": ""INACTIVE""}",2026-08-07 04:13:18,2026-09-07 06:10:00
8af190cb-0606-15bf-d1b5-1519c44f376a,8da0365b-f898-97b9-405c-acec877409a9,76fab828-0c6d-5a71-6f54-d2b9747a2ecd,iOS,mobile,GB,London,5.2.0,9098116260900,sign_up.completed,2026-08-07 04:24:13,{},"{""account_status"": ""INACTIVE""}",2026-08-07 04:24:18,2026-09-07 06:10:00
047c1fe5-6ac4-75a5-5b5c-d6c54b11c181,8da0365b-f898-97b9-405c-acec877409a9,76fab828-0c6d-5a71-6f54-d2b9747a2ecd,iOS,mobile,GB,London,5.2.0,9098116260900,kyc_step.completed,2026-08-07 04:34:13,"{""step"": 1, ""is_final_step"": false}","{""account_status"": ""INACTIVE""}",2026-08-07 04:34:18,2026-09-07 06:10:00
a2cfc32d-4c34-f9de-531b-1e76725f875a,8da0365b-f898-97b9-405c-acec877409a9,76fab828-0c6d-5a71-6f54-d2b9747a2ecd,iOS,mobile,GB,London,5.2.0,9098116260900,kyc_step.completed,2026-08-07 04:44:13,"{""step"": 2, ""is_final_step"": false}","{""account_status"": ""INACTIVE""}",2026-08-07 04:44:18,2026-09-07 06:10:00
5b745fdd-1c97-4694-9884-f76d091e11df,8da0365b-f898-97b9-405c-acec877409a9,76fab828-0c6d-5a71-6f54-d2b9747a2ecd,iOS,mobile,GB,London,5.2.0,9098116260900,kyc_step.completed,2026-08-07 04:54:13,"{""step"": 3, ""is_final_step"": true}","{""account_status"": ""INACTIVE""}",2026-08-07 04:54:18,2026-09-07 06:10:00
a2070bf3-2507-68f2-ba0e-bd5620451dbd,,3fa60025-656e-5170-bd1a-2704880136fc,iOS,mobile,DE,London,5.2.0,2664450087508,app.opened,2026-08-02 00:07:43,{},"{""account_status"": ""ACTIVE""}",2026-08-02 00:07:48,2026-09-07 06:10:00
46527e16-e489-149f-6e5c-9ae77e52c22c,,3fa60025-656e-5170-bd1a-2704880136fc,iOS,mobile,DE,London,5.2.0,2664450087508,sign_up.started,2026-08-02 00:09:43,{},"{""account_status"": ""ACTIVE""}",2026-08-02 00:09:48,2026-09-07 06:10:00
eb34d8de-3e7d-623e-9e03-83d4b061c6ff,e9a1fa6f-81f7-6d1c-2dbc-2134c30ff46e,3fa60025-656e-5170-bd1a-2704880136fc,iOS,mobile,DE,London,5.2.0,2664450087508,sign_up.completed,2026-08-02 00:25:43,{},"{""account_status"": ""ACTIVE""}",2026-08-02 00:25:48,2026-09-07 06:10:00
25916ffa-09cd-33a6-5f6f-83c5539b4d73,,d20b58cf-bb91-6d1c-eea9-0156d5bd2de2,Android,mobile,GB,London,5.2.0,2344499315346,app.opened,2026-08-18 21:57:24,{},"{""account_status"": ""ACTIVE""}",2026-08-18 21:57:29,2026-09-07 06:10:00
a347cf55-b94b-a015-fa12-67979bfe970a,,d20b58cf-bb91-6d1c-eea9-0156d5bd2de2,Android,mobile,GB,London,5.2.0,2344499315346,sign_up.started,2026-08-18 21:59:24,{},"{""account_status"": ""ACTIVE""}",2026-08-18 21:59:29,2026-09-07 06:10:00
b9b3c0ee-faf2-be80-833b-de7861c50cc8,d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,d20b58cf-bb91-6d1c-eea9-0156d5bd2de2,Android,mobile,GB,London,5.2.0,2344499315346,sign_up.completed,2026-08-18 22:04:24,{},"{""account_status"": ""ACTIVE""}",2026-08-18 22:04:29,2026-09-07 06:10:00
4d4ef3fa-bfcf-f645-a301-767aed6cbe79,d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,d20b58cf-bb91-6d1c-eea9-0156d5bd2de2,Android,mobile,GB,London,5.2.0,2344499315346,kyc_step.completed,2026-08-18 22:14:24,"{""step"": 1, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-08-18 22:14:29,2026-09-07 06:10:00
2f160f3d-05ba-ec78-6696-dea06c2aeb89,d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,d20b58cf-bb91-6d1c-eea9-0156d5bd2de2,Android,mobile,GB,London,5.2.0,2344499315346,kyc_step.completed,2026-08-18 22:24:24,"{""step"": 2, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-08-18 22:24:29,2026-09-07 06:10:00
b8ba61b8-41c1-7233-bf2c-1fd1f34ab83d,d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,d20b58cf-bb91-6d1c-eea9-0156d5bd2de2,Android,mobile,GB,London,5.2.0,2344499315346,kyc_step.completed,2026-08-18 22:34:24,"{""step"": 3, ""is_final_step"": true}","{""account_status"": ""ACTIVE""}",2026-08-18 22:34:29,2026-09-07 06:10:00
4d9e9bb9-feb2-f904-42cf-4e6d92262ecf,,e98f8c8a-d63c-04c0-144b-e8bce2076595,iOS,mobile,DE,London,5.2.0,4370663038497,app.opened,2026-08-14 12:57:19,{},"{""account_status"": ""ACTIVE""}",2026-08-14 12:57:24,2026-09-07 06:10:00
daafb63a-8a06-3bf5-8398-18fc9d96bf5e,,e98f8c8a-d63c-04c0-144b-e8bce2076595,iOS,mobile,DE,London,5.2.0,4370663038497,sign_up.started,2026-08-14 12:59:19,{},"{""account_status"": ""ACTIVE""}",2026-08-14 12:59:24,2026-09-07 06:10:00
92c62630-5fcd-f4b8-0c80-33f0cc884185,5f987c71-a65e-688e-abf3-ad39fec21bbe,e98f8c8a-d63c-04c0-144b-e8bce2076595,iOS,mobile,DE,London,5.2.0,4370663038497,sign_up.completed,2026-08-14 13:23:19,{},"{""account_status"": ""ACTIVE""}",2026-08-14 13:23:24,2026-09-07 06:10:00
46586cb2-6fdb-ab51-ef7b-80f1c2be7bac,5f987c71-a65e-688e-abf3-ad39fec21bbe,e98f8c8a-d63c-04c0-144b-e8bce2076595,iOS,mobile,DE,London,5.2.0,4370663038497,kyc_step.completed,2026-08-14 13:33:19,"{""step"": 1, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-08-14 13:33:24,2026-09-07 06:10:00
2f8aeb01-c73f-41d2-b059-5815bf32dbc5,5f987c71-a65e-688e-abf3-ad39fec21bbe,e98f8c8a-d63c-04c0-144b-e8bce2076595,iOS,mobile,DE,London,5.2.0,4370663038497,kyc_step.completed,2026-08-14 13:43:19,"{""step"": 2, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-08-14 13:43:24,2026-09-07 06:10:00
0bb5c276-abe3-77f3-8066-703846dfe43f,5f987c71-a65e-688e-abf3-ad39fec21bbe,e98f8c8a-d63c-04c0-144b-e8bce2076595,iOS,mobile,DE,London,5.2.0,4370663038497,kyc_step.completed,2026-08-14 13:53:19,"{""step"": 3, ""is_final_step"": true}","{""account_status"": ""ACTIVE""}",2026-08-14 13:53:24,2026-09-07 06:10:00
a83f18e2-6a11-315a-c834-777604cac3d1,,48f006a3-ad9f-0e53-2e67-1517e8e52412,iOS,mobile,US,London,5.2.0,4643881103785,app.opened,2026-08-06 17:39:40,{},"{""account_status"": ""ACTIVE""}",2026-08-06 17:39:45,2026-09-07 06:10:00
76628c4e-445d-9a87-4657-3d382138681b,,48f006a3-ad9f-0e53-2e67-1517e8e52412,iOS,mobile,US,London,5.2.0,4643881103785,sign_up.started,2026-08-06 17:41:40,{},"{""account_status"": ""ACTIVE""}",2026-08-06 17:41:45,2026-09-07 06:10:00
398e1dc0-38a8-ab55-18de-abfe5172e4f0,8a0b3c33-36d8-393a-7c44-1fe7ab4220a7,48f006a3-ad9f-0e53-2e67-1517e8e52412,iOS,mobile,US,London,5.2.0,4643881103785,sign_up.completed,2026-08-06 18:03:40,{},"{""account_status"": ""ACTIVE""}",2026-08-06 18:03:45,2026-09-07 06:10:00
9c83cfae-1050-1d65-3897-3d1553199080,8a0b3c33-36d8-393a-7c44-1fe7ab4220a7,48f006a3-ad9f-0e53-2e67-1517e8e52412,iOS,mobile,US,London,5.2.0,4643881103785,kyc_step.completed,2026-08-06 18:13:40,"{""step"": 1, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-08-06 18:13:45,2026-09-07 06:10:00
9bfc24bd-b647-d58d-ba68-f42949af5000,8a0b3c33-36d8-393a-7c44-1fe7ab4220a7,48f006a3-ad9f-0e53-2e67-1517e8e52412,iOS,mobile,US,London,5.2.0,4643881103785,kyc_step.completed,2026-08-06 18:23:40,"{""step"": 2, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-08-06 18:23:45,2026-09-07 06:10:00
6bb73dac-9681-8aed-75ec-c661d3b4a1d1,8a0b3c33-36d8-393a-7c44-1fe7ab4220a7,48f006a3-ad9f-0e53-2e67-1517e8e52412,iOS,mobile,US,London,5.2.0,4643881103785,kyc_step.completed,2026-08-06 18:33:40,"{""step"": 3, ""is_final_step"": true}","{""account_status"": ""ACTIVE""}",2026-08-06 18:33:45,2026-09-07 06:10:00
71c316be-d297-cb66-58ab-766f51d41c6a,,79c11c4a-6398-17e5-8a9c-fc8d5429179b,iOS,mobile,GB,London,5.2.0,6992952340059,app.opened,2026-08-20 13:41:03,{},"{""account_status"": ""ACTIVE""}",2026-08-20 13:41:08,2026-09-07 06:10:00
be1924aa-dab7-12f6-7642-31c326daf6d1,,79c11c4a-6398-17e5-8a9c-fc8d5429179b,iOS,mobile,GB,London,5.2.0,6992952340059,sign_up.started,2026-08-20 13:43:03,{},"{""account_status"": ""ACTIVE""}",2026-08-20 13:43:08,2026-09-07 06:10:00
63db0dea-ac48-ceaf-2b85-ffb7b29e2126,3fa7f104-1bf9-0e27-dc96-925eccf3a171,79c11c4a-6398-17e5-8a9c-fc8d5429179b,iOS,mobile,GB,London,5.2.0,6992952340059,sign_up.completed,2026-08-20 14:02:03,{},"{""account_status"": ""ACTIVE""}",2026-08-20 14:02:08,2026-09-07 06:10:00
92419671-da2f-c99b-a923-895d08429e20,3fa7f104-1bf9-0e27-dc96-925eccf3a171,79c11c4a-6398-17e5-8a9c-fc8d5429179b,iOS,mobile,GB,London,5.2.0,6992952340059,kyc_step.completed,2026-08-20 14:12:03,"{""step"": 1, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-08-20 14:12:08,2026-09-07 06:10:00
7c8dc9d0-a1a2-62d0-141f-b001f7bcbc14,3fa7f104-1bf9-0e27-dc96-925eccf3a171,79c11c4a-6398-17e5-8a9c-fc8d5429179b,iOS,mobile,GB,London,5.2.0,6992952340059,kyc_step.completed,2026-08-20 14:22:03,"{""step"": 2, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-08-20 14:22:08,2026-09-07 06:10:00
15458478-5865-8721-fc25-7ff18fb30b07,3fa7f104-1bf9-0e27-dc96-925eccf3a171,79c11c4a-6398-17e5-8a9c-fc8d5429179b,iOS,mobile,GB,London,5.2.0,6992952340059,kyc_step.completed,2026-08-20 14:32:03,"{""step"": 3, ""is_final_step"": true}","{""account_status"": ""ACTIVE""}",2026-08-20 14:32:08,2026-09-07 06:10:00
c03832d0-4ab4-ea29-4dd5-16c85e8354da,3fa7f104-1bf9-0e27-dc96-925eccf3a171,79c11c4a-6398-17e5-8a9c-fc8d5429179b,iOS,mobile,GB,London,5.2.0,6992952340059,transaction.completed,2026-08-26 06:02:03,{},"{""account_status"": ""ACTIVE""}",2026-08-26 06:02:08,2026-09-07 06:10:00
c05afd94-05fe-16de-c3d3-1e5cfeee7138,,77a63918-acac-1f3b-7395-734b50b9ff30,iOS,mobile,GB,London,5.2.0,8307592781145,app.opened,2026-07-25 22:24:42,{},"{""account_status"": ""ACTIVE""}",2026-07-25 22:24:47,2026-09-07 06:10:00
be7a3168-8e72-d17c-48ac-dcf8f92dedcd,,77a63918-acac-1f3b-7395-734b50b9ff30,iOS,mobile,GB,London,5.2.0,8307592781145,sign_up.started,2026-07-25 22:26:42,{},"{""account_status"": ""ACTIVE""}",2026-07-25 22:26:47,2026-09-07 06:10:00
21b6eb84-899f-ad03-ebd2-35736012a24e,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,77a63918-acac-1f3b-7395-734b50b9ff30,iOS,mobile,GB,London,5.2.0,8307592781145,sign_up.completed,2026-07-25 22:35:42,{},"{""account_status"": ""ACTIVE""}",2026-07-25 22:35:47,2026-09-07 06:10:00
18d3ab67-1f9d-4db1-d983-dadff2e5cecf,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,77a63918-acac-1f3b-7395-734b50b9ff30,iOS,mobile,GB,London,5.2.0,8307592781145,kyc_step.completed,2026-07-25 22:45:42,"{""step"": 1, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-07-25 22:45:47,2026-09-07 06:10:00
fdfc4a9d-3618-187c-37e2-dc86654fda31,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,77a63918-acac-1f3b-7395-734b50b9ff30,iOS,mobile,GB,London,5.2.0,8307592781145,kyc_step.completed,2026-07-25 22:55:42,"{""step"": 2, ""is_final_step"": false}","{""account_status"": ""ACTIVE""}",2026-07-25 22:55:47,2026-09-07 06:10:00
2dba333f-4a12-c64f-921c-58751c526dd1,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,77a63918-acac-1f3b-7395-734b50b9ff30,iOS,mobile,GB,London,5.2.0,8307592781145,kyc_step.completed,2026-07-25 23:05:42,"{""step"": 3, ""is_final_step"": true}","{""account_status"": ""ACTIVE""}",2026-07-25 23:05:47,2026-09-07 06:10:00
51c46d6e-4764-a956-9968-5a3ce6847984,,bc059dfb-fc00-814b-c70b-db6ec451e562,Android,mobile,US,London,5.2.0,8353919251040,app.opened,2026-08-12 23:18:04,{},"{""account_status"": ""PENDING""}",2026-08-12 23:18:09,2026-09-07 06:10:00
1b0b249d-a159-bef3-5cf9-0400c53f777f,,bc059dfb-fc00-814b-c70b-db6ec451e562,Android,mobile,US,London,5.2.0,8353919251040,sign_up.started,2026-08-12 23:20:04,{},"{""account_status"": ""PENDING""}",2026-08-12 23:20:09,2026-09-07 06:10:00
a2ded1de-c302-40d5-a214-5243f5d23fc6,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,bc059dfb-fc00-814b-c70b-db6ec451e562,Android,mobile,US,London,5.2.0,8353919251040,sign_up.completed,2026-08-12 23:43:04,{},"{""account_status"": ""PENDING""}",2026-08-12 23:43:09,2026-09-07 06:10:00
39a01a0b-6465-7945-8852-787c891edaa2,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,bc059dfb-fc00-814b-c70b-db6ec451e562,Android,mobile,US,London,5.2.0,8353919251040,kyc_step.completed,2026-08-12 23:53:04,"{""step"": 1, ""is_final_step"": false}","{""account_status"": ""PENDING""}",2026-08-12 23:53:09,2026-09-07 06:10:00
c1bf7df8-7ead-63bc-676a-504cdbeb21e2,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,bc059dfb-fc00-814b-c70b-db6ec451e562,Android,mobile,US,London,5.2.0,8353919251040,kyc_step.completed,2026-08-13 00:03:04,"{""step"": 2, ""is_final_step"": false}","{""account_status"": ""PENDING""}",2026-08-13 00:03:09,2026-09-07 06:10:00
ecaf549e-d37d-cef3-4949-ded776c31071,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,bc059dfb-fc00-814b-c70b-db6ec451e562,Android,mobile,US,London,5.2.0,8353919251040,kyc_step.completed,2026-08-13 00:13:04,"{""step"": 3, ""is_final_step"": true}","{""account_status"": ""PENDING""}",2026-08-13 00:13:09,2026-09-07 06:10:00
885cc793-00da-b7f8-49d5-182c6669f679,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,bc059dfb-fc00-814b-c70b-db6ec451e562,Android,mobile,US,London,5.2.0,8353919251040,transaction.completed,2026-08-14 21:43:04,{},"{""account_status"": ""PENDING""}",2026-08-14 21:43:09,2026-09-07 06:10:00
f96846e7-6b08-984b-a731-d6f394853923,,76ca1cbe-c34f-b3a9-5584-9e58d4721e33,iOS,mobile,GB,London,5.2.0,7743520949180,app.opened,2026-08-25 08:29:02,{},"{""account_status"": ""ACTIVE""}",2026-08-25 08:29:07,2026-09-07 06:10:00
a2ec377a-305a-1bef-6909-03c46b13b71d,,76ca1cbe-c34f-b3a9-5584-9e58d4721e33,iOS,mobile,GB,London,5.2.0,7743520949180,sign_up.started,2026-08-25 08:31:02,{},"{""account_status"": ""ACTIVE""}",2026-08-25 08:31:07,2026-09-07 06:10:00
80dc4873-9eb3-18ad-9c15-b25e2379750a,675dd5af-3c36-5296-dca0-2eecacdabacc,76ca1cbe-c34f-b3a9-5584-9e58d4721e33,iOS,mobile,GB,London,5.2.0,7743520949180,sign_up.completed,2026-08-25 08:40:02,{},"{""account_status"": ""ACTIVE""}",2026-08-25 08:40:07,2026-09-07 06:10:00
