id,status,source,sender_country,created,allowed,client_properties,used_invitation_code_id,profile_picture,usage,_cdc_operation,_cdc_lsn,_cdc_loaded_at
8a0b3c33-36d8-393a-7c44-1fe7ab4220a7,ACTIVE,"{""link"": ""https://nala.app/r/8744""}",US,2026-02-02 00:26:18,2026-02-03 12:26:18,"{""os"": ""iOS""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""UG"", ""KE""]}",INSERT,1413,2026-09-07 11:43:00
3fa7f104-1bf9-0e27-dc96-925eccf3a171,ACTIVE,"{""link"": ""https://nala.app/r/9786""}",GB,2026-02-12 17:19:15,2026-02-14 13:19:15,"{""os"": ""Android""}",3ff350bf-766e-cb15-474e-bc192ef91276,,"{""sender_country"": ""GB"", ""recipient_countries"": [""KE"", ""TZ""]}",INSERT,1414,2026-09-07 11:35:00
680ac07a-2a93-5d62-3c83-5dc0d9441fa5,ACTIVE,"{""link"": ""https://nala.app/r/4502""}",GB,2026-02-10 17:16:19,,"{""os"": ""Android""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""TZ"", ""UG""]}",INSERT,1415,2026-09-07 11:38:00
37bb3eec-4bf5-0b52-309d-258c27a0c3d7,PENDING,"{""link"": ""https://nala.app/r/9883""}",US,2026-08-09 08:08:10,2026-08-11 23:08:10,"{""os"": ""iOS""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""KE"", ""UG""]}",INSERT,1416,2026-09-07 11:32:00
675dd5af-3c36-5296-dca0-2eecacdabacc,ACTIVE,"{""link"": ""https://nala.app/r/5033""}",GB,2026-03-18 16:00:51,2026-03-19 01:00:51,"{""os"": ""iOS""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""UG"", ""NG""]}",INSERT,1417,2026-09-07 11:32:00
750cab75-4ccc-9bc2-a53f-8a28abf3e3fc,ACTIVE,"{""link"": ""https://nala.app/r/2188""}",US,2026-04-08 04:42:51,2026-04-08 21:42:51,"{""os"": ""iOS""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""KE"", ""UG""]}",INSERT,1418,2026-09-07 11:31:00
4d71c366-b41b-3143-8b10-550cd5704f32,ACTIVE,"{""link"": ""https://nala.app/r/9666""}",GB,2026-05-29 00:14:31,2026-05-31 09:14:31,"{""os"": ""iOS""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""NG"", ""UG""]}",INSERT,1419,2026-09-07 11:33:00
afffcfd2-341e-f40b-57c7-00aab7b56ea7,ACTIVE,"{""link"": ""https://nala.app/r/5325""}",DE,2026-03-06 20:52:46,2026-03-07 23:52:46,"{""os"": ""Android""}",17a0df49-0d01-280f-d89a-40c0e87d1c78,,"{""sender_country"": ""DE"", ""recipient_countries"": [""UG"", ""TZ""]}",INSERT,1420,2026-09-07 11:40:00
13432e61-1ca3-c448-0279-b6a68f9797b0,SUSPENDED,"{""link"": ""https://nala.app/r/3442""}",DE,2026-06-26 02:12:19,2026-06-28 09:12:19,"{""os"": ""iOS""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""TZ"", ""UG""]}",INSERT,1421,2026-09-07 11:44:00
e256a6dc-8f54-86b7-c7b5-b2bc5a8aaeca,INACTIVE,"{""link"": ""https://nala.app/r/3532""}",US,2026-03-28 02:03:18,2026-03-28 16:03:18,"{""os"": ""iOS""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""TZ"", ""UG""]}",INSERT,1422,2026-09-07 11:56:00
dbccc477-09e9-db0a-df46-529061ee411a,ACTIVE,"{""link"": ""https://nala.app/r/4269""}",DE,2026-04-11 21:05:10,2026-04-12 11:05:10,"{""os"": ""Android""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""TZ"", ""KE""]}",INSERT,1423,2026-09-07 11:51:00
1d870966-0710-d430-f071-d87954c63cd8,INACTIVE,"{""link"": ""https://nala.app/r/5279""}",US,2026-07-22 08:00:18,2026-07-25 05:00:18,"{""os"": ""iOS""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""NG"", ""KE""]}",INSERT,1424,2026-09-07 11:38:00
6fa17735-b572-f3d0-0b5c-ea6a41357e8c,ACTIVE,"{""link"": ""https://nala.app/r/9821""}",DE,2026-02-19 09:53:48,2026-02-20 10:53:48,"{""os"": ""iOS""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""KE"", ""NG""]}",INSERT,1425,2026-09-07 11:43:00
8dedf9fb-4bb0-0f20-b27c-40266703b636,ACTIVE,"{""link"": ""https://nala.app/r/7888""}",DE,2026-05-05 14:44:31,2026-05-07 08:44:31,"{""os"": ""Android""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""TZ"", ""NG""]}",INSERT,1426,2026-09-07 11:36:00
acf5e81e-7131-6269-7118-e36477097749,ACTIVE,"{""link"": ""https://nala.app/r/8752""}",US,2026-08-18 17:50:59,2026-08-20 11:50:59,"{""os"": ""iOS""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""NG"", ""UG""]}",INSERT,1427,2026-09-07 11:39:00
3eae0032-0bd4-a990-0640-be0f25b8fd4b,PENDING,"{""link"": ""https://nala.app/r/2193""}",DE,2026-05-06 01:19:08,2026-05-07 03:19:08,"{""os"": ""Android""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""TZ"", ""NG""]}",INSERT,1428,2026-09-07 11:59:00
3fcb7546-8eb2-2579-0cdb-1ca476ecbdd6,SUSPENDED,"{""link"": ""https://nala.app/r/2988""}",GB,2026-06-19 14:38:59,2026-06-22 09:38:59,"{""os"": ""Android""}",fce68504-87f8-424d-aae6-5fc176f2dbfe,,"{""sender_country"": ""GB"", ""recipient_countries"": [""NG"", ""TZ""]}",INSERT,1429,2026-09-07 11:55:00
3f4b1a70-c074-718e-425a-609f7337c599,INACTIVE,"{""link"": ""https://nala.app/r/5543""}",US,2026-03-08 07:27:33,2026-03-10 20:27:33,"{""os"": ""Android""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""NG"", ""TZ""]}",INSERT,1430,2026-09-07 11:46:00
36c59dac-b4d7-e28e-271e-3ee2b1a6b1f1,ACTIVE,"{""link"": ""https://nala.app/r/7678""}",GB,2026-02-28 05:44:23,2026-03-02 07:44:23,"{""os"": ""Android""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""UG"", ""KE""]}",INSERT,1431,2026-09-07 11:32:00
c0e3befd-4c71-e0fe-5a0c-dd7cf1578470,ACTIVE,"{""link"": ""https://nala.app/r/7865""}",GB,2026-08-17 01:49:22,2026-08-17 02:49:22,"{""os"": ""iOS""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""NG"", ""TZ""]}",INSERT,1432,2026-09-07 11:52:00
06e745f9-88bc-539c-9f4c-3b79fb10987f,SUSPENDED,"{""link"": ""https://nala.app/r/1444""}",GB,2026-07-06 00:23:30,,"{""os"": ""iOS""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""TZ"", ""UG""]}",INSERT,1433,2026-09-07 11:38:00
78660765-14f7-ce8d-d5bc-b8d04094dded,ACTIVE,"{""link"": ""https://nala.app/r/9837""}",US,2026-04-23 13:32:22,2026-04-25 19:32:22,"{""os"": ""iOS""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""NG"", ""KE""]}",INSERT,1434,2026-09-07 11:55:00
1d48a071-ab61-a7b1-793b-4c3220500494,ACTIVE,"{""link"": ""https://nala.app/r/4571""}",GB,2026-01-13 09:57:19,2026-01-14 16:57:19,"{""os"": ""Android""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""NG"", ""KE""]}",INSERT,1435,2026-09-07 11:48:00
f54ad0a2-e874-66d7-ad66-a1bd93676a02,ACTIVE,"{""link"": ""https://nala.app/r/4249""}",US,2026-02-16 11:33:12,2026-02-18 03:33:12,"{""os"": ""iOS""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""TZ"", ""KE""]}",INSERT,1436,2026-09-07 11:44:00
575aed2c-a5c5-650c-8186-a57611a72609,ACTIVE,"{""link"": ""https://nala.app/r/7882""}",GB,2026-05-20 08:10:25,2026-05-22 08:10:25,"{""os"": ""Android""}",e43e4288-a2b5-b498-5cb8-5aedf5f62c97,,"{""sender_country"": ""GB"", ""recipient_countries"": [""UG"", ""NG""]}",INSERT,1437,2026-09-07 11:59:00
d4aac9a3-3ed8-c56c-da09-dfa052828d80,SUSPENDED,"{""link"": ""https://nala.app/r/5569""}",DE,2026-07-12 06:31:24,2026-07-13 17:31:24,"{""os"": ""Android""}",ab0e664e-9c3e-b2d5-91e1-aa9676f72255,,"{""sender_country"": ""DE"", ""recipient_countries"": [""UG"", ""TZ""]}",INSERT,1438,2026-09-07 11:52:00
f2b43abf-8441-aefd-0299-436a8e485223,ACTIVE,"{""link"": ""https://nala.app/r/4954""}",US,2026-04-24 02:36:21,2026-04-25 14:36:21,"{""os"": ""Android""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""TZ"", ""NG""]}",INSERT,1439,2026-09-07 11:41:00
79279973-5e78-1fd7-94e0-d3baa9f948b2,ACTIVE,"{""link"": ""https://nala.app/r/6632""}",GB,2026-06-11 13:17:30,2026-06-13 05:17:30,"{""os"": ""Android""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""NG"", ""TZ""]}",INSERT,1440,2026-09-07 11:36:00
7bf47042-bd15-31c8-3764-fbda3108d448,ACTIVE,"{""link"": ""https://nala.app/r/9595""}",US,2026-02-20 22:19:51,2026-02-21 22:19:51,"{""os"": ""Android""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""TZ"", ""UG""]}",INSERT,1441,2026-09-07 11:37:00
7daa39f0-c0b6-fce2-de53-790aa34b6cf6,ACTIVE,"{""link"": ""https://nala.app/r/1200""}",GB,2026-01-26 16:13:09,2026-01-27 09:13:09,"{""os"": ""Android""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""UG"", ""TZ""]}",INSERT,1442,2026-09-07 11:46:00
90164161-cfa7-01cd-2631-d00b26d794d3,SUSPENDED,"{""link"": ""https://nala.app/r/2395""}",US,2026-07-15 11:24:36,2026-07-15 18:24:36,"{""os"": ""iOS""}",989bc4da-9b37-a22b-6a8a-616fc3b290d0,,"{""sender_country"": ""US"", ""recipient_countries"": [""TZ"", ""NG""]}",INSERT,1443,2026-09-07 11:48:00
a021c0ca-3531-968d-c342-bd2bf295456e,ACTIVE,"{""link"": ""https://nala.app/r/2330""}",US,2026-08-14 08:00:38,2026-08-14 21:00:38,"{""os"": ""iOS""}",00af5b3a-2812-859a-1337-739e8d4f5d27,,"{""sender_country"": ""US"", ""recipient_countries"": [""UG"", ""TZ""]}",INSERT,1444,2026-09-07 11:53:00
ca8f3653-c9af-18f8-43b9-da13ec856f37,ACTIVE,"{""link"": ""https://nala.app/r/4241""}",DE,2026-06-30 19:52:43,2026-07-02 01:52:43,"{""os"": ""Android""}",e88da719-2624-2b40-a5cb-63a2398d1ca6,,"{""sender_country"": ""DE"", ""recipient_countries"": [""NG"", ""KE""]}",INSERT,1445,2026-09-07 11:36:00
45b1ed25-f153-3ae8-670a-cc5cb321bf21,ACTIVE,"{""link"": ""https://nala.app/r/9090""}",US,2026-06-25 01:12:24,2026-06-26 16:12:24,"{""os"": ""Android""}",bc0a6a5d-6e99-6e3e-e3b1-37fc0a3450fc,,"{""sender_country"": ""US"", ""recipient_countries"": [""NG"", ""UG""]}",INSERT,1446,2026-09-07 11:57:00
9384ec2b-44fe-acae-d248-a9a7ac1aa554,ACTIVE,"{""link"": ""https://nala.app/r/3870""}",DE,2026-01-13 13:21:41,,"{""os"": ""Android""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""UG"", ""TZ""]}",INSERT,1447,2026-09-07 11:53:00
292bd156-db94-6570-1ac7-0ec0ab8ddeb4,ACTIVE,"{""link"": ""https://nala.app/r/9117""}",US,2026-05-20 15:13:55,2026-05-22 09:13:55,"{""os"": ""Android""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""UG"", ""NG""]}",INSERT,1448,2026-09-07 11:30:00
300568d2-0de0-51a6-69ca-97d2764414fd,ACTIVE,"{""link"": ""https://nala.app/r/9167""}",DE,2026-01-05 22:43:43,2026-01-08 20:43:43,"{""os"": ""Android""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""TZ"", ""UG""]}",INSERT,1449,2026-09-07 11:47:00
8d605936-0380-2b70-8d03-c91e4f8d5238,ACTIVE,"{""link"": ""https://nala.app/r/4681""}",GB,2026-08-29 23:05:42,2026-08-30 20:05:42,"{""os"": ""iOS""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""KE"", ""NG""]}",INSERT,1450,2026-09-07 11:39:00
25074181-8d1f-b540-74ef-f5453e652603,ACTIVE,"{""link"": ""https://nala.app/r/9327""}",US,2026-07-11 21:13:19,,"{""os"": ""iOS""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""NG"", ""TZ""]}",INSERT,1451,2026-09-07 11:56:00
89e06ab3-7250-ee18-260a-5962dd81b7f5,ACTIVE,"{""link"": ""https://nala.app/r/6446""}",US,2026-08-21 10:39:21,2026-08-24 01:39:21,"{""os"": ""Android""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""NG"", ""KE""]}",INSERT,1452,2026-09-07 11:51:00
cada4f80-a9e7-82d4-fd08-b32c62d60e93,INACTIVE,"{""link"": ""https://nala.app/r/3492""}",GB,2026-05-09 01:37:05,2026-05-11 02:37:05,"{""os"": ""Android""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""TZ"", ""NG""]}",INSERT,1453,2026-09-07 11:31:00
f84f16b3-a79f-bfaf-def5-768968f45bce,ACTIVE,"{""link"": ""https://nala.app/r/8692""}",DE,2026-07-01 22:52:42,2026-07-02 17:52:42,"{""os"": ""Android""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""UG"", ""NG""]}",INSERT,1454,2026-09-07 11:39:00
a193c4b2-3c19-e71d-1184-05ad9e11d2cd,ACTIVE,"{""link"": ""https://nala.app/r/5708""}",DE,2026-07-14 00:00:00,2026-07-14 05:00:00,"{""os"": ""iOS""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""UG"", ""KE""]}",INSERT,1455,2026-09-07 11:38:00
6e417d47-5ff5-95ea-5bc4-40f14b1a269b,ACTIVE,"{""link"": ""https://nala.app/r/9702""}",GB,2026-01-23 08:40:00,2026-01-23 16:40:00,"{""os"": ""Android""}",,,"{""sender_country"": ""GB"", ""recipient_countries"": [""TZ"", ""KE""]}",INSERT,1456,2026-09-07 11:42:00
0267deb3-aab6-12c9-415d-174a75a66981,INACTIVE,"{""link"": ""https://nala.app/r/8622""}",DE,2026-03-02 01:57:13,2026-03-03 10:57:13,"{""os"": ""Android""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""TZ"", ""KE""]}",INSERT,1457,2026-09-07 11:31:00
da743152-627b-41a1-ffd6-f23232ffe294,ACTIVE,"{""link"": ""https://nala.app/r/4886""}",DE,2026-04-12 15:05:03,2026-04-14 06:05:03,"{""os"": ""Android""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""NG"", ""UG""]}",INSERT,1458,2026-09-07 11:30:00
e776b886-d534-ee1d-7f29-84f5bec39a37,SUSPENDED,"{""link"": ""https://nala.app/r/4770""}",DE,2026-01-24 13:07:31,,"{""os"": ""Android""}",ad81f8bd-4029-13ec-9ef2-b93e30ac7d7b,,"{""sender_country"": ""DE"", ""recipient_countries"": [""TZ"", ""NG""]}",INSERT,1459,2026-09-07 11:45:00
bf5ae7e6-53a3-dd5a-4b8c-5bdce8dd5e5a,ACTIVE,"{""link"": ""https://nala.app/r/4289""}",DE,2026-05-27 04:45:11,2026-05-27 16:45:11,"{""os"": ""iOS""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""NG"", ""UG""]}",INSERT,1460,2026-09-07 11:31:00
c1101266-2408-a6dc-1346-d1a9f6802cdb,PENDING,"{""link"": ""https://nala.app/r/7511""}",US,2026-05-17 01:03:17,2026-05-19 13:03:17,"{""os"": ""Android""}",895ccd99-43b3-8eb4-0390-2c5d6502d6a2,,"{""sender_country"": ""US"", ""recipient_countries"": [""KE"", ""TZ""]}",INSERT,1461,2026-09-07 11:43:00
f1738856-e25d-36eb-9e9a-9f83066803ee,ACTIVE,"{""link"": ""https://nala.app/r/4626""}",US,2026-02-16 13:51:31,2026-02-19 02:51:31,"{""os"": ""iOS""}",,,"{""sender_country"": ""US"", ""recipient_countries"": [""UG"", ""NG""]}",INSERT,1462,2026-09-07 11:54:00
bc8960a9-23b8-c1e9-3924-56de3eb13b90,SUSPENDED,"{""link"": ""https://nala.app/r/9935""}",DE,2026-02-17 17:40:50,2026-02-19 05:40:50,"{""os"": ""iOS""}",,,"{""sender_country"": ""DE"", ""recipient_countries"": [""KE"", ""UG""]}",UPDATE,1463,2026-09-07 11:51:00
