id,user_id,account_id,type,state,sent_amount,sent_currency,received_amount,received_currency,exchange_rate,source_amount,recipient_id,recipient_account_id,workflow_id,created_at,updated_at,expires_at,memo,purpose,from_wallet_id,to_wallet_id,summary,metadata,fee_label,fee_kind,_cdc_operation,_cdc_lsn,_cdc_loaded_at
79928faa-4cbf-131d-901b-cdefb56ff8ce,6e417d47-5ff5-95ea-5bc4-40f14b1a269b,deef580f-9c07-a751-1437-45092cd1586a,OUTGOING_PEER_TO_PEER,COMPLETED,488.46,GBP,3047990.4,UGX,6240.0,490.96,,,,2026-08-18 03:03:53,2026-08-19 13:51:53,2026-08-19 03:03:53,,REMITTANCE,,,"{""original"": {""source_amount"": {""amount"": 490.96}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1010,2026-09-07 11:56:00
b023a0ea-df41-e335-b9ae-d8e4e61599c8,8dedf9fb-4bb0-0f20-b27c-40266703b636,8c459ce2-67f4-8ad5-4d0b-0d1a91b0e1d9,COLLECTION,COMPLETED,290.76,EUR,607688.4,NGN,2090.0,293.26,,,,2026-08-13 17:18:16,2026-08-15 09:09:16,2026-08-14 17:18:16,,GOODS_PURCHASE,,,"{""original"": {""source_amount"": {""amount"": 293.26}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1011,2026-09-07 11:45:00
c64c9647-9ea7-017c-b89f-7039a107cc46,89e06ab3-7250-ee18-260a-5962dd81b7f5,9261549d-3d22-5c30-b28f-41defb140bc3,EARNED_REWARD,COMPLETED,170.05,USD,561165.0,TZS,3300.0,172.55,,,,2026-08-21 19:51:14,2026-08-23 04:39:14,2026-08-22 19:51:14,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 172.55}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1012,2026-09-07 11:54:00
26c432f6-6b35-2f85-504e-268770e7e756,5f987c71-a65e-688e-abf3-ad39fec21bbe,b535106e-122c-9a56-01d7-425638602ab6,COLLECTION_CONVERSION_DISBURSEMENT,FAILED,187.89,EUR,34102.04,KES,181.5,190.39,ddf275eb-e8a3-f341-c881-9065ba2c98ce,75424646-4d37-a539-857d-d3b3a8addf36,,2026-08-27 12:09:57,2026-08-27 19:40:57,2026-08-28 12:09:57,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 190.39}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1013,2026-09-07 11:40:00
9c2dfa97-43ad-3d62-b17c-fb21cdbc2c1c,c0e3befd-4c71-e0fe-5a0c-dd7cf1578470,560c95ee-638c-254c-076e-2bba7c5308bf,CONVERSION_DISBURSEMENT,COMPLETED,619.06,GBP,3862934.4,UGX,6240.0,621.56,46510367-cbdc-4318-4d85-a3d2a1a27485,81e0d489-5a18-e2a3-0e61-4bcd97674900,,2026-08-26 07:26:38,2026-08-28 08:39:38,2026-08-27 07:26:38,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 621.56}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1014,2026-09-07 11:49:00
d1812f77-6500-1423-faeb-cd19e5508ea2,f1738856-e25d-36eb-9e9a-9f83066803ee,1dde7969-6886-13db-a634-8e784d5c55c7,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,498.01,USD,2390448.0,UGX,4800.0,500.51,bff9507d-cd14-a03e-8359-9af65d01f55f,07f8d4f0-f3ea-0184-28f4-e3ceadedda80,,2026-08-21 08:08:56,2026-08-23 06:20:56,2026-08-22 08:08:56,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 500.51}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1015,2026-09-07 11:41:00
69ce1e4e-19a6-92c9-0d70-0ea43b9b2d45,79279973-5e78-1fd7-94e0-d3baa9f948b2,4e7ed827-455a-c762-7428-a656b3ee4d3b,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,218.59,GBP,937751.1,TZS,4290.0,221.09,15b02530-f020-e992-b576-255e98549f22,a4bbf962-606e-0e1c-8f15-84494f40c22f,,2026-08-26 00:24:47,2026-08-27 12:40:47,2026-08-27 00:24:47,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 221.09}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1016,2026-09-07 11:47:00
d66d4627-e1da-ce6a-6afa-828c2cd10b9f,6dadd6c7-95a7-6d79-bf3c-4c06434308bc,a0a04dc4-2720-9bdf-1c11-f735dc713d96,CONVERSION_DISBURSEMENT,DISBURSEMENT_IN_PROGRESS,823.64,GBP,2034390.8,NGN,2470.0,826.14,fcce96f6-250a-4578-fbe9-4499dbc080fd,cc6b66e5-402a-df9c-8a4b-8f7c21472a15,,2026-08-28 14:29:35,2026-08-28 17:02:35,2026-08-29 14:29:35,,REMITTANCE,,,"{""original"": {""source_amount"": {""amount"": 826.14}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1017,2026-09-07 11:52:00
d9df0d0e-225a-ed6c-f045-8043e3a68a70,f1738856-e25d-36eb-9e9a-9f83066803ee,1dde7969-6886-13db-a634-8e784d5c55c7,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,481.4,USD,2310720.0,UGX,4800.0,483.9,bff9507d-cd14-a03e-8359-9af65d01f55f,07f8d4f0-f3ea-0184-28f4-e3ceadedda80,,2026-08-24 15:10:59,2026-08-26 04:16:59,2026-08-25 15:10:59,,GOODS_PURCHASE,,,"{""original"": {""source_amount"": {""amount"": 483.9}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1018,2026-09-07 11:41:00
7a3a6e96-23ff-23d3-fb4f-b88a2f4dd219,3eae0032-0bd4-a990-0640-be0f25b8fd4b,664fa663-7e8f-8095-624c-69b6b24445a7,CONVERSION_DISBURSEMENT,COMPLETED,608.95,EUR,110524.43,KES,181.5,611.45,beed10b6-4f6e-274b-deda-b0276550f74a,c77444cb-5543-fc3c-38b8-f24e56ea57b3,,2026-07-28 17:03:24,2026-07-29 20:25:24,2026-07-29 17:03:24,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 611.45}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1019,2026-09-07 11:59:00
b41c504f-e346-f415-e526-7a2bec50ace4,35a240ae-5af3-0553-5ec4-2e0829a3b2e9,fd5166e6-451b-4cf3-6123-fdf77656af72,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,623.74,USD,1185106.0,NGN,1900.0,626.24,c9776598-203c-8c25-fd23-5def3e5a87e3,d46ef104-1190-6f50-3488-5a4690882eaf,,2026-08-01 06:05:00,2026-08-02 09:46:00,2026-08-02 06:05:00,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 626.24}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1020,2026-09-07 11:50:00
0fcf601f-1cb9-b73a-906d-5c8cead08c89,7bf47042-bd15-31c8-3764-fbda3108d448,4d6168bd-2def-e193-5c62-b3a23a3c563e,CONVERSION_DISBURSEMENT,COMPLETED,338.37,USD,1624176.0,UGX,4800.0,340.87,5cd33369-04aa-c1b7-5ca0-c428822c4d32,36d55494-f37f-d50d-2e25-b5ee4f11d8dc,,2026-08-19 03:21:58,2026-08-21 03:24:58,2026-08-20 03:21:58,,GOODS_PURCHASE,,,"{""original"": {""source_amount"": {""amount"": 340.87}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1021,2026-09-07 11:59:00
ac3a812f-765e-6cb5-8f0d-55400ec7d662,f84f16b3-a79f-bfaf-def5-768968f45bce,da330aa1-541c-dfcd-da0d-4a5f148f8b74,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,421.98,EUR,2228054.4,UGX,5280.0,424.48,a2bb522b-0b25-1279-785a-c5d0df92a621,40ef3935-5f90-bed6-fb25-664d630aa767,,2026-08-18 09:58:37,2026-08-19 14:20:37,2026-08-19 09:58:37,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 424.48}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1022,2026-09-07 11:39:00
dfe2c0a0-a96b-3c42-f6d2-2a7baec76a82,d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,f6e07cc0-6c52-c49f-9b49-bd26df57c59a,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,350.57,GBP,75197.26,KES,214.5,353.07,5cae9610-c72c-1fe3-72c2-2a1679eb4168,73b6a09b-1bea-f6ac-97fa-7f0483639007,,2026-08-15 06:35:01,2026-08-16 08:22:01,2026-08-16 06:35:01,,GOODS_PURCHASE,,,"{""original"": {""source_amount"": {""amount"": 353.07}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1023,2026-09-07 11:34:00
b40a9181-ac09-bdb7-9908-6e477249f62c,89e06ab3-7250-ee18-260a-5962dd81b7f5,9261549d-3d22-5c30-b28f-41defb140bc3,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,542.67,USD,1790811.0,TZS,3300.0,545.17,9d642932-0066-853d-6de2-99a14a90cd0c,6aa42c9f-9217-0475-3d95-9e3f5a5226e6,,2026-07-27 18:23:58,2026-07-28 01:17:58,2026-07-28 18:23:58,,REMITTANCE,,,"{""original"": {""source_amount"": {""amount"": 545.17}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1024,2026-09-07 11:32:00
e95d2761-bc36-dc59-e134-edfc97777f10,ca8f3653-c9af-18f8-43b9-da13ec856f37,cae9b4a7-2a79-ea68-0f44-704f1247ea4e,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,509.91,EUR,2692324.8,UGX,5280.0,512.41,61c2645a-c733-2304-4822-3120c4f9eccd,f75d599f-6b2d-5b09-8707-9ad480be7e35,,2026-08-06 20:34:39,2026-08-07 00:44:39,2026-08-07 20:34:39,,REMITTANCE,,,"{""original"": {""source_amount"": {""amount"": 512.4100000000001}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1025,2026-09-07 11:41:00
636f6e5c-2253-e706-87ad-8b268eaa5841,292bd156-db94-6570-1ac7-0ec0ab8ddeb4,50843242-168b-1625-746f-78910964fbbf,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,871.65,USD,1656135.0,NGN,1900.0,874.15,ee4a9b5d-5195-54e3-0737-4c86397b5f51,a663d2cd-b6f6-dbf1-d6d4-41cc195d82f8,,2026-08-20 19:13:37,2026-08-21 23:24:37,2026-08-21 19:13:37,,REMITTANCE,,,"{""original"": {""source_amount"": {""amount"": 874.15}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1026,2026-09-07 11:59:00
3e1a963e-ea18-d32c-7a9a-8ef5c11bd1c4,1d870966-0710-d430-f071-d87954c63cd8,587ef344-6f3f-920c-98b8-e4cc1bc044fc,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,677.25,USD,2234925.0,TZS,3300.0,679.75,4169b9fc-c3a0-0c6f-2321-d1e1c47104c0,01fa964e-1eb7-4b56-53ff-d3a24a193501,,2026-08-02 17:23:37,2026-08-03 01:24:37,2026-08-03 17:23:37,,GOODS_PURCHASE,,,"{""original"": {""source_amount"": {""amount"": 679.75}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1027,2026-09-07 11:30:00
255b30e2-bdc2-b74b-38a5-6b49dd34aa18,25074181-8d1f-b540-74ef-f5453e652603,81fb18b3-c9a7-d91f-ef2a-e71357021049,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,60.23,USD,289104.0,UGX,4800.0,62.73,e7b7b4c6-d631-2a80-1c61-2ec210142131,04351b64-893a-d232-98c3-e3ca7ff4cec6,,2026-08-08 16:34:50,2026-08-09 20:50:50,2026-08-09 16:34:50,,REMITTANCE,,,"{""original"": {""source_amount"": {""amount"": 62.73}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1028,2026-09-07 11:45:00
2f1dc121-7d02-4c6d-8bea-75c1b86677aa,300568d2-0de0-51a6-69ca-97d2764414fd,49bc473f-ed7b-f656-218a-15368c99a894,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,168.95,EUR,613288.5,TZS,3630.0,171.45,72d78bdd-7817-99ff-b49e-04ccc24369e7,144823f7-e7e6-46c7-0158-24639d8776a0,,2026-08-29 01:44:29,2026-08-30 01:47:29,2026-08-30 01:44:29,,GOODS_PURCHASE,,,"{""original"": {""source_amount"": {""amount"": 171.45}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1029,2026-09-07 11:50:00
8787ea21-0448-2a22-0308-aa5e694d7b00,35a240ae-5af3-0553-5ec4-2e0829a3b2e9,fd5166e6-451b-4cf3-6123-fdf77656af72,INCOMING_PEER_TO_PEER,COMPLETED,488.35,USD,927865.0,NGN,1900.0,490.85,,,,2026-07-25 06:19:43,2026-07-25 06:47:43,2026-07-26 06:19:43,,GOODS_PURCHASE,,,"{""original"": {""source_amount"": {""amount"": 490.85}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1030,2026-09-07 11:55:00
2de46e91-e8e6-e840-f090-f5a0ce610199,afffcfd2-341e-f40b-57c7-00aab7b56ea7,c56811cd-5563-f616-00e8-5ece0b49452d,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,613.15,EUR,3237432.0,UGX,5280.0,615.65,a2178f84-bdb0-25ff-2451-e5a411d059b2,bf012e32-177d-6e7e-07d9-24cef8c88fae,,2026-09-01 23:23:48,2026-09-03 23:02:48,2026-09-02 23:23:48,,REMITTANCE,,,"{""original"": {""source_amount"": {""amount"": 615.65}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1031,2026-09-07 11:33:00
b3eda8f1-026b-5383-a301-ec030e5d8c6a,a021c0ca-3531-968d-c342-bd2bf295456e,4a8ff810-784c-2f29-9804-02a2b07aa066,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,506.38,USD,962122.0,NGN,1900.0,508.88,72ecf16e-c8a7-23e9-bfa0-16c2c09cb506,4f3949a8-3d3a-2582-88b4-f4743be79df4,,2026-08-11 21:52:28,2026-08-12 23:37:28,2026-08-12 21:52:28,,REMITTANCE,,,"{""original"": {""source_amount"": {""amount"": 508.88}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1032,2026-09-07 11:47:00
ad5229dd-639f-c471-d975-0f00d5aba8ae,5f987c71-a65e-688e-abf3-ad39fec21bbe,b535106e-122c-9a56-01d7-425638602ab6,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,231.62,EUR,42039.03,KES,181.5,234.12,ddf275eb-e8a3-f341-c881-9065ba2c98ce,75424646-4d37-a539-857d-d3b3a8addf36,,2026-08-01 09:16:05,2026-08-02 23:46:05,2026-08-02 09:16:05,,GOODS_PURCHASE,,,"{""original"": {""source_amount"": {""amount"": 234.12}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1033,2026-09-07 11:58:00
614c721d-a921-cb4c-95fb-e976ae007b7e,36c59dac-b4d7-e28e-271e-3ee2b1a6b1f1,63b4c08b-6b8e-869f-d538-5b0e34f3193c,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,400.03,GBP,1716128.7,TZS,4290.0,402.53,7e7e7419-a0c1-4035-c5d9-5f51f387e1bd,c2874f06-9050-f7ef-c123-5c9176c5a0dc,,2026-08-20 08:20:08,2026-08-21 09:58:08,2026-08-21 08:20:08,,REMITTANCE,,,"{""original"": {""source_amount"": {""amount"": 402.53}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1034,2026-09-07 11:31:00
16f142a2-06b9-19aa-1a71-67c768759545,d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,f6e07cc0-6c52-c49f-9b49-bd26df57c59a,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,508.17,GBP,109002.46,KES,214.5,510.67,5cae9610-c72c-1fe3-72c2-2a1679eb4168,73b6a09b-1bea-f6ac-97fa-7f0483639007,,2026-08-15 06:56:26,2026-08-16 20:58:26,2026-08-16 06:56:26,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 510.67}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1035,2026-09-07 11:42:00
13b11e59-c85c-d714-7bf6-95524cbc9044,afffcfd2-341e-f40b-57c7-00aab7b56ea7,c56811cd-5563-f616-00e8-5ece0b49452d,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,262.85,EUR,1387848.0,UGX,5280.0,265.35,a2178f84-bdb0-25ff-2451-e5a411d059b2,bf012e32-177d-6e7e-07d9-24cef8c88fae,,2026-08-01 14:48:38,2026-08-02 20:29:38,2026-08-02 14:48:38,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 265.35}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1036,2026-09-07 11:30:00
65f30779-f6ee-5cdb-2d79-a2d1506e50c7,da743152-627b-41a1-ffd6-f23232ffe294,d47d577b-fa5a-91ca-059d-d55d4b943e30,COLLECTION_CONVERSION_DISBURSEMENT,COMPLETED,196.75,EUR,411207.5,NGN,2090.0,199.25,0c3ce284-c7e5-3bbb-dcb5-1c535b62a8df,45f18619-54f9-0429-a7de-02ccdda4f4a7,,2026-08-22 18:47:31,2026-08-24 18:15:31,2026-08-23 18:47:31,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 199.25}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1037,2026-09-07 11:43:00
3df51967-4d86-70bd-a222-4f9623a13e20,f84f16b3-a79f-bfaf-def5-768968f45bce,da330aa1-541c-dfcd-da0d-4a5f148f8b74,COLLECTION,COMPLETED,612.22,EUR,3232521.6,UGX,5280.0,614.72,,,,2026-09-02 06:09:50,2026-09-03 10:05:50,2026-09-03 06:09:50,,BILLS_PAYMENT,,,"{""original"": {""source_amount"": {""amount"": 614.72}}, ""fees"": [{""definition"": {""label"": ""Transfer fee"", ""kind"": ""FIXED""}}]}",{},Transfer fee,FIXED,INSERT,1038,2026-09-07 11:58:00
