id,transaction_id,state,amount,currency,recipient_id,recipient_account_id,provider_name,created_at,updated_at,_cdc_operation,_cdc_lsn,_cdc_loaded_at
0e731dd7-c6ac-1b04-dd1d-6cd1c11f6bf5,b40a9181-ac09-bdb7-9908-6e477249f62c,COMPLETED,1790811.0,TZS,9d642932-0066-853d-6de2-99a14a90cd0c,6aa42c9f-9217-0475-3d95-9e3f5a5226e6,THUNES,2026-07-27 18:23:58,2026-07-28 01:17:58,INSERT,1824,2026-09-07 11:30:00
61935990-abdd-1a8f-a4b0-5c89f10bce9c,e95d2761-bc36-dc59-e134-edfc97777f10,COMPLETED,2692324.8,UGX,61c2645a-c733-2304-4822-3120c4f9eccd,f75d599f-6b2d-5b09-8707-9ad480be7e35,CELLULANT,2026-08-06 20:34:39,2026-08-07 00:44:39,INSERT,1825,2026-09-07 11:38:00
b97e6224-891f-6912-17ab-b8635efeef4f,636f6e5c-2253-e706-87ad-8b268eaa5841,COMPLETED,1656135.0,NGN,ee4a9b5d-5195-54e3-0737-4c86397b5f51,a663d2cd-b6f6-dbf1-d6d4-41cc195d82f8,THUNES,2026-08-20 19:13:37,2026-08-21 23:24:37,INSERT,1826,2026-09-07 11:47:00
775c30b5-6173-0c48-4876-9153c68813fe,3e1a963e-ea18-d32c-7a9a-8ef5c11bd1c4,COMPLETED,2234925.0,TZS,4169b9fc-c3a0-0c6f-2321-d1e1c47104c0,01fa964e-1eb7-4b56-53ff-d3a24a193501,CELLULANT,2026-08-02 17:23:37,2026-08-03 01:24:37,INSERT,1827,2026-09-07 11:58:00
3ae28023-5472-0d2d-3239-9ffb27046f25,255b30e2-bdc2-b74b-38a5-6b49dd34aa18,COMPLETED,289104.0,UGX,e7b7b4c6-d631-2a80-1c61-2ec210142131,04351b64-893a-d232-98c3-e3ca7ff4cec6,TERRAPAY,2026-08-08 16:34:50,2026-08-09 20:50:50,INSERT,1828,2026-09-07 11:40:00
ab102c9b-d168-2e09-f1f7-d90413075157,2f1dc121-7d02-4c6d-8bea-75c1b86677aa,COMPLETED,613288.5,TZS,72d78bdd-7817-99ff-b49e-04ccc24369e7,144823f7-e7e6-46c7-0158-24639d8776a0,THUNES,2026-08-29 01:44:29,2026-08-30 01:47:29,INSERT,1829,2026-09-07 11:56:00
446f64dd-5abc-a6e5-d0b1-e3eb409e7a80,2de46e91-e8e6-e840-f090-f5a0ce610199,COMPLETED,3237432.0,UGX,a2178f84-bdb0-25ff-2451-e5a411d059b2,bf012e32-177d-6e7e-07d9-24cef8c88fae,TERRAPAY,2026-09-01 23:23:48,2026-09-03 23:02:48,INSERT,1830,2026-09-07 11:41:00
1869a217-f94d-8fcb-dba3-496ffa323f69,b3eda8f1-026b-5383-a301-ec030e5d8c6a,COMPLETED,962122.0,NGN,72ecf16e-c8a7-23e9-bfa0-16c2c09cb506,4f3949a8-3d3a-2582-88b4-f4743be79df4,CELLULANT,2026-08-11 21:52:28,2026-08-12 23:37:28,INSERT,1831,2026-09-07 11:33:00
bed63da0-8033-f5c2-1413-d64db962c8a7,ad5229dd-639f-c471-d975-0f00d5aba8ae,COMPLETED,42039.03,KES,ddf275eb-e8a3-f341-c881-9065ba2c98ce,75424646-4d37-a539-857d-d3b3a8addf36,TERRAPAY,2026-08-01 09:16:05,2026-08-02 23:46:05,INSERT,1832,2026-09-07 11:34:00
b630794d-6147-adeb-277b-06674499d0a6,614c721d-a921-cb4c-95fb-e976ae007b7e,COMPLETED,1716128.7,TZS,7e7e7419-a0c1-4035-c5d9-5f51f387e1bd,c2874f06-9050-f7ef-c123-5c9176c5a0dc,CELLULANT,2026-08-20 08:20:08,2026-08-21 09:58:08,INSERT,1833,2026-09-07 11:39:00
6346d4ef-69ef-74e3-4ab6-821c0328c136,16f142a2-06b9-19aa-1a71-67c768759545,COMPLETED,109002.46,KES,5cae9610-c72c-1fe3-72c2-2a1679eb4168,73b6a09b-1bea-f6ac-97fa-7f0483639007,THUNES,2026-08-15 06:56:26,2026-08-16 20:58:26,INSERT,1834,2026-09-07 11:56:00
22af711f-1b62-8a9d-7536-6b9f320f72c0,13b11e59-c85c-d714-7bf6-95524cbc9044,COMPLETED,1387848.0,UGX,a2178f84-bdb0-25ff-2451-e5a411d059b2,bf012e32-177d-6e7e-07d9-24cef8c88fae,TERRAPAY,2026-08-01 14:48:38,2026-08-02 20:29:38,INSERT,1835,2026-09-07 11:41:00
47c1c017-6045-2909-536d-47d73e0f84ce,65f30779-f6ee-5cdb-2d79-a2d1506e50c7,COMPLETED,411207.5,NGN,0c3ce284-c7e5-3bbb-dcb5-1c535b62a8df,45f18619-54f9-0429-a7de-02ccdda4f4a7,TERRAPAY,2026-08-22 18:47:31,2026-08-24 18:15:31,INSERT,1836,2026-09-07 11:56:00
b39e4df2-5c0a-1feb-f7ea-e66eca6caf9b,8b2c550a-6b15-c11b-b113-d50bdea050c6,COMPLETED,3996864.0,UGX,5cd33369-04aa-c1b7-5ca0-c428822c4d32,36d55494-f37f-d50d-2e25-b5ee4f11d8dc,CELLULANT,2026-08-19 10:34:59,2026-08-20 21:10:59,INSERT,1837,2026-09-07 11:56:00
f0d0270f-d4d1-3d55-1db6-b84415fa9483,2697384d-801e-8690-b0c0-7fcc96add4df,COMPLETED,115443.9,KES,fdb1429e-7010-ed13-b526-b22d3f6c21f7,9c1c3517-85d2-d0a6-8629-5b5d707df251,CELLULANT,2026-08-12 11:42:15,2026-08-13 19:19:15,INSERT,1838,2026-09-07 11:35:00
28fea761-8d49-fe3f-2ca8-f78384182d35,57d3f4dd-d963-dc72-05c8-234b1d763a66,COMPLETED,133032.24,KES,808389c8-657e-01c9-0da2-3e5c6a36af18,fe9936a3-62db-c850-3c5b-f3a75fbbf0b1,TERRAPAY,2026-08-08 01:49:58,2026-08-08 04:53:58,INSERT,1839,2026-09-07 11:52:00
327375bf-5373-bf4d-5da4-9cb92fdc9992,c0986750-4741-9b48-34ae-4abd36fce0ac,FAILED,49992.8,NGN,be4969ec-6667-d3bb-e3b5-63606fdc0bad,62fb26d7-f4db-ca07-e506-f6707092947d,TERRAPAY,2026-08-14 08:27:55,2026-08-15 11:00:55,INSERT,1840,2026-09-07 11:48:00
b1850eb8-5f90-fc87-2edc-017e1df05d18,eb2ec80e-4c25-5823-ccf4-ffb0b4bba73f,COMPLETED,1538428.1,NGN,0d6a05b3-43ef-2016-2c9b-662e040a3aae,86ad8a8c-6bc4-123e-bde1-3c1b20733f6d,THUNES,2026-08-23 11:16:46,2026-08-23 23:03:46,INSERT,1841,2026-09-07 11:41:00
02740f73-f3ab-ea0d-5be9-fdb3dd92dd7c,9e91a71c-7374-ccbf-d78c-57d3508850d3,COMPLETED,272574.0,NGN,72ecf16e-c8a7-23e9-bfa0-16c2c09cb506,4f3949a8-3d3a-2582-88b4-f4743be79df4,TERRAPAY,2026-08-17 06:28:27,2026-08-18 02:12:27,INSERT,1842,2026-09-07 11:38:00
2b0fbe44-49e6-4c22-89a0-b7eb398f569b,085eb489-4ac6-6780-3874-9f3cc2d49b56,COMPLETED,294278.4,UGX,a1b970d0-7a81-04de-b205-07bbfb16f757,10275b53-2285-b2ef-cfbe-4fe92ea9c542,TERRAPAY,2026-07-28 12:19:05,2026-07-30 02:55:05,INSERT,1843,2026-09-07 11:37:00
0f321333-ce31-5937-34fa-32b6d0437e4c,59c2f153-b06b-0f0c-9682-2e22bcd4344f,COMPLETED,1080763.2,UGX,88575117-6155-4667-2112-507c2cfa55b0,8f0881ee-8011-316b-3ae8-8926b423ccde,CELLULANT,2026-08-31 03:40:34,2026-08-31 19:51:34,INSERT,1844,2026-09-07 11:31:00
ad1db537-d7f3-4368-c2ef-eecb3f5fbf4f,a7e8d18e-ddf6-d4ac-46fe-acd4fe1393cd,WAITING_ON_PROVIDER,3554350.8,TZS,80599b93-79c2-d2e4-9ae1-a991524f93ff,73557b9d-0fd6-f47e-f52d-4af2269ed4c9,TERRAPAY,2026-08-31 15:23:47,2026-09-01 19:29:47,INSERT,1845,2026-09-07 11:40:00
c62dbaea-de70-bd30-00a2-136794fb09f0,7cf07bb3-f343-d9eb-7466-ef025e7b72c8,WAITING_ON_PROVIDER,2084630.6,NGN,fcce96f6-250a-4578-fbe9-4499dbc080fd,cc6b66e5-402a-df9c-8a4b-8f7c21472a15,CELLULANT,2026-08-07 00:09:23,2026-08-08 23:35:23,INSERT,1846,2026-09-07 11:46:00
aebbb90e-e4e7-51de-57ff-51d9c9ce44bd,da385db5-90ee-b067-216e-9fe593f37596,COMPLETED,662989.8,NGN,3dba6da8-5844-f9fc-114b-9547c9dc72b8,1a89b71e-a0d5-72c8-a837-fe68bba205ca,THUNES,2026-08-09 04:09:54,2026-08-09 23:31:54,INSERT,1847,2026-09-07 11:33:00
0260a123-71ef-e72a-ae13-591e84fa4c72,1758d47e-a7cd-e143-6de2-14293bf0d9c1,WAITING_ON_PROVIDER,104859.15,KES,66d06371-d8e8-8ebb-7a9e-8eefffa361be,7d824264-1ba3-62e7-afa4-15e56d204496,THUNES,2026-08-08 07:56:38,2026-08-10 09:30:38,INSERT,1848,2026-09-07 11:47:00
70aa5b0d-2a03-8ad4-a667-b9829c3de1b0,dfdf0e05-c0ce-f31b-d038-e153c601818b,COMPLETED,510632.1,TZS,eada79a3-4970-ed9a-09ce-3cfb2339ba19,d4c3a832-b231-c60b-78f2-ce6bd46b415d,TERRAPAY,2026-08-11 08:14:25,2026-08-12 04:40:25,INSERT,1849,2026-09-07 11:37:00
6449cb6f-bf72-ae52-304b-237082701238,b0c30a59-f0f7-ad22-c76a-8e0f48f091f0,FAILED,1243816.0,NGN,72ecf16e-c8a7-23e9-bfa0-16c2c09cb506,4f3949a8-3d3a-2582-88b4-f4743be79df4,TERRAPAY,2026-08-22 16:12:52,2026-08-24 09:10:52,INSERT,1850,2026-09-07 11:36:00
431e930f-0387-f74d-1149-d096965d744f,8bde005b-5d8b-abd7-6bbd-b66f91816091,COMPLETED,2822397.6,TZS,541c7a86-3ba5-cd2f-dea4-5c19d0243d72,e68933a9-c9e4-8e8c-25c6-1c45c63d04ee,THUNES,2026-07-30 21:46:16,2026-08-01 00:11:16,INSERT,1851,2026-09-07 11:58:00
b2dc6c34-4f67-448e-10ec-eb1fa4a5c736,27c6cbb1-cedd-069d-f96c-9a0a3404c02a,COMPLETED,1160776.5,NGN,632dbb5e-486b-b6bf-eafd-e7d95f733a3e,adcc3daf-569f-3ab3-c643-530068a51c68,TERRAPAY,2026-08-08 13:04:03,2026-08-08 18:28:03,INSERT,1852,2026-09-07 11:48:00
44cdbfdd-df9b-141e-c7f7-bda1bff15840,58c1aad6-f3f8-dea4-7f14-eafa29f0ef7c,COMPLETED,3365049.6,UGX,61c2645a-c733-2304-4822-3120c4f9eccd,f75d599f-6b2d-5b09-8707-9ad480be7e35,CELLULANT,2026-08-27 20:45:50,2026-08-28 06:08:50,INSERT,1853,2026-09-07 11:39:00
e9f87970-cd98-f9e2-8d88-8beb090d9655,0bc57207-3e9a-ec86-0325-4fbddce8e1c5,WAITING_ON_PROVIDER,213262.5,TZS,5e0a72ab-7f5d-b163-b12b-66807f072cb9,4447ceab-84ef-4324-cc1b-4157ec9f9c54,CELLULANT,2026-08-18 04:49:26,2026-08-18 05:00:26,INSERT,1854,2026-09-07 11:34:00
335f2f59-5e71-7fca-020a-449774ed5145,e0827f76-11a5-29b4-66a3-02d6f43e8c48,COMPLETED,1846807.6,NGN,0d6a05b3-43ef-2016-2c9b-662e040a3aae,86ad8a8c-6bc4-123e-bde1-3c1b20733f6d,TERRAPAY,2026-09-01 13:07:18,2026-09-03 00:20:18,INSERT,1855,2026-09-07 11:45:00
34879e41-1a9c-672a-4eb9-047dba2ac3d9,b186a5a8-d6ee-526b-a2cd-159058af393c,COMPLETED,48271.08,KES,11536e99-5c50-8720-f982-f4e08603156a,81e03a5e-8b48-f496-86ab-d4e7f4124360,CELLULANT,2026-08-13 09:43:36,2026-08-13 11:21:36,INSERT,1856,2026-09-07 11:32:00
459ee674-73e7-f042-516c-3b0a53853918,4aab47b2-3c9d-128a-2176-1930f6d70248,FAILED,1329174.0,TZS,692e07b6-0b2f-6d5c-700b-5d5fb89f72f3,3ccec76c-b836-c448-ad26-1ec55d42b9e9,THUNES,2026-08-21 01:33:32,2026-08-21 05:49:32,INSERT,1857,2026-09-07 11:45:00
4de1087b-afa1-4a55-cebe-abaa28597b34,1eb2a7b8-da3c-45ca-43d7-8f2b769de1e3,COMPLETED,89594.51,KES,87d5b7be-1d30-d990-a21b-030782af085c,c6b6e4ad-e7ea-8d5a-31a3-ac4d828c37e7,CELLULANT,2026-08-30 21:30:26,2026-08-31 11:41:26,INSERT,1858,2026-09-07 11:41:00
38e7e019-fb89-86c8-c7ec-fe71d49347fc,3ff6579e-8cd4-b90a-bf82-11bc8e52fc42,COMPLETED,1466895.0,NGN,c9776598-203c-8c25-fd23-5def3e5a87e3,d46ef104-1190-6f50-3488-5a4690882eaf,THUNES,2026-07-26 00:12:47,2026-07-27 03:49:47,INSERT,1859,2026-09-07 11:32:00
260cb547-e228-0fe3-722d-ce1347a48c42,078c26ce-7f02-23bc-651e-a252b9744cde,COMPLETED,2118230.4,UGX,a446be72-364c-911a-a9ab-364a1777e8cb,0577aea9-f899-9246-98de-8ebba3b5cece,THUNES,2026-09-07 08:41:29,2026-09-08 23:52:29,INSERT,1860,2026-09-07 11:43:00
98dc9e0b-51a1-f5df-06ac-10102e0869c1,636cf499-5254-aad3-809c-d83990ce82e8,COMPLETED,69229.88,KES,11536e99-5c50-8720-f982-f4e08603156a,81e03a5e-8b48-f496-86ab-d4e7f4124360,THUNES,2026-08-31 10:26:16,2026-09-01 19:32:16,INSERT,1861,2026-09-07 11:58:00
bcf474aa-ce63-cb1a-5168-bbf297af5bde,d8b48ead-9360-8edf-382b-5b86f2a32efd,COMPLETED,3655660.8,UGX,61c2645a-c733-2304-4822-3120c4f9eccd,f75d599f-6b2d-5b09-8707-9ad480be7e35,CELLULANT,2026-09-02 03:02:28,2026-09-02 06:52:28,INSERT,1862,2026-09-07 11:47:00
cd6bb03b-eb35-37a0-2d6e-0291b7893986,86c5547c-051a-0039-3803-dcee9a069295,COMPLETED,333264.0,UGX,f4488385-8de7-ad6c-9490-77c27674456f,0a8076ec-e558-2e16-bd29-ede9cab4923b,TERRAPAY,2026-07-26 08:13:51,2026-07-26 14:23:51,INSERT,1863,2026-09-07 11:33:00
5176a9d1-9a36-24d6-2e9c-e8ff084a3c4b,f2e3c6f0-0075-d3d5-ba94-aa662d7e4a45,COMPLETED,59884.11,KES,cfd01cbd-5f65-c8ce-bd21-bc11be9d61ee,96229348-0f5a-e9d3-8e6e-5003214f3f12,CELLULANT,2026-08-29 03:09:58,2026-08-31 02:10:58,INSERT,1864,2026-09-07 11:34:00
d42cb1ae-19f7-38cb-6016-c7438bc83a02,bb8aa843-702f-31e5-62cc-c6040c53644b,COMPLETED,118693.74,KES,d11376e0-38d7-7b9a-e916-da57f24823ab,ee33688d-597e-6845-e277-18c5737d1fb6,TERRAPAY,2026-08-31 16:56:41,2026-09-01 00:19:41,INSERT,1865,2026-09-07 11:39:00
07ef2ba8-b45a-6ab3-7b94-a34de4aa786d,13335bc9-bb63-5ff5-2931-0971601e0211,COMPLETED,895963.2,UGX,5cd8fe1a-dafe-c8a9-3c71-e0bef3579560,5e09a9ee-af88-bdec-fb1e-143b196f4dfa,TERRAPAY,2026-07-28 02:26:59,2026-07-29 01:47:59,INSERT,1866,2026-09-07 11:36:00
d8014004-793b-ed1b-14f9-c394fa207403,a005f5e1-a97a-2846-d2ea-ef184b6797a1,COMPLETED,752951.0,NGN,2434a678-a9e2-7ba9-952e-6abb14dd5061,f7baf55e-4f6b-58c8-598d-daeceaafe543,THUNES,2026-08-11 00:23:46,2026-08-11 00:39:46,INSERT,1867,2026-09-07 11:35:00
f8802878-69fb-0763-8a9c-66f7cee4e512,907276ea-44c0-7a9a-d64a-cb1f39eb038a,COMPLETED,897132.5,NGN,67884209-92ca-525a-6de5-93329364f3d0,4a1dab32-6aed-fdc7-a3e0-5309b5a1b949,CELLULANT,2026-08-06 06:45:43,2026-08-07 12:47:43,INSERT,1868,2026-09-07 11:46:00
2c41cbd3-72f4-44ab-c1d7-1f4af3025d16,25bf213d-9eca-381b-fb95-d0fcad72ed05,FAILED,2629572.0,TZS,5e0a72ab-7f5d-b163-b12b-66807f072cb9,4447ceab-84ef-4324-cc1b-4157ec9f9c54,THUNES,2026-09-06 05:06:22,2026-09-07 16:23:22,INSERT,1869,2026-09-07 11:38:00
25f06b0a-264e-f59d-6a18-e5af1cce08e9,c81c8d31-85c6-9fbf-966b-62ea9f80b96b,COMPLETED,129257.04,KES,4882d73c-1c63-45ab-6e0e-d1e8585d3f86,7c93f6cc-97d7-a560-adb1-4670ad9fb00d,CELLULANT,2026-09-07 00:34:15,2026-09-07 01:25:15,INSERT,1870,2026-09-07 11:30:00
b0c58278-54dc-cba5-e103-5e1ce3bb22ae,46818a88-2c15-4804-0997-59a37919955c,COMPLETED,1093864.2,NGN,be4969ec-6667-d3bb-e3b5-63606fdc0bad,62fb26d7-f4db-ca07-e506-f6707092947d,THUNES,2026-08-25 06:52:58,2026-08-26 16:01:58,INSERT,1871,2026-09-07 11:59:00
84396fc0-c26e-2706-7c05-9799bdae8eff,6ab19e15-ba92-992e-44f8-b53c52246d05,COMPLETED,127258.73,KES,ca862225-0b36-e356-339b-77a84b1f0d7b,50cae32d-0aba-590e-e2c3-28aa33107475,TERRAPAY,2026-08-08 02:05:06,2026-08-09 08:20:06,INSERT,1872,2026-09-07 11:53:00
ad7d6f81-39a0-f145-a5ba-b05038aa76df,0706fec2-48fa-4e98-1723-ecdbb0588256,COMPLETED,1677352.3,NGN,b3ecb951-ab8c-bf97-20b7-1785d02ce0c1,ff4625af-bd20-563b-f275-b5f3d436a7a8,THUNES,2026-09-03 03:56:14,2026-09-03 21:36:14,INSERT,1873,2026-09-07 11:41:00
65abc9ff-9fa4-a627-d306-08be8548867b,6c7e9a2c-467f-358b-a48a-a108b599277f,COMPLETED,3106608.0,UGX,5cd33369-04aa-c1b7-5ca0-c428822c4d32,36d55494-f37f-d50d-2e25-b5ee4f11d8dc,CELLULANT,2026-08-23 00:46:19,2026-08-23 21:38:19,INSERT,1874,2026-09-07 11:54:00
999bc859-cf5e-0f0b-cd67-b5dfdb7904e0,a6c681b0-e472-9be5-f3c2-944ab60a3dcc,WAITING_ON_PROVIDER,906810.3,TZS,541c7a86-3ba5-cd2f-dea4-5c19d0243d72,e68933a9-c9e4-8e8c-25c6-1c45c63d04ee,TERRAPAY,2026-08-09 06:48:43,2026-08-10 01:43:43,INSERT,1875,2026-09-07 11:59:00
f0cf9d73-e812-1ef0-79c9-c839c8ef0377,88ddd880-afb2-8b3d-38ec-cb4db69f5eab,WAITING_ON_PROVIDER,795315.3,NGN,8c7e6f42-2646-eaf9-d5c0-244d3735262d,871c0884-9bdf-90f2-ba2c-0f19f0b2a5d1,CELLULANT,2026-08-21 06:28:39,2026-08-21 19:26:39,INSERT,1876,2026-09-07 11:39:00
ae423568-de14-553b-1eac-41d9801f4909,78e36397-123b-31cf-9ee3-39fff1bdb598,COMPLETED,96839.33,KES,ca862225-0b36-e356-339b-77a84b1f0d7b,50cae32d-0aba-590e-e2c3-28aa33107475,TERRAPAY,2026-09-04 13:25:17,2026-09-06 08:44:17,INSERT,1877,2026-09-07 11:49:00
c3b534db-9387-03c9-2b29-bf36c606ddc4,a18b5d15-5527-3407-7cd2-192f14b00f62,COMPLETED,857808.0,UGX,59fefbbc-71a3-fad2-b094-6d2a2aa93b43,debac186-ba10-8217-0ad7-c9a2727716ec,THUNES,2026-09-04 08:45:42,2026-09-06 09:37:42,INSERT,1878,2026-09-07 11:56:00
010e4265-ad3f-5dd4-0496-26ba30c9a2be,d54e7948-c1c0-c5e3-527c-8f50e45a87e8,COMPLETED,155374.89,KES,899ca782-e323-6d1a-3c1b-dacc18e19331,5efa9c5b-7421-ff46-637e-4b0122bae10e,CELLULANT,2026-08-28 23:16:46,2026-08-30 00:45:46,INSERT,1879,2026-09-07 11:50:00
