id,disbursement_id,state,provider_name,provider_id,selection_reason,provider_error_category,created_at,last_updated_at,eta,max_eta,error,provider_error,receipt_number,psp_account_id,_cdc_operation,_cdc_lsn,_cdc_loaded_at
a137f8e4-67b1-3040-cc39-b9253b5ae288,28fea761-8d49-fe3f-2ca8-f78384182d35,COMPLETED,TERRAPAY,P293411,SMART_ROUTING,,2026-08-08 01:50:28,2026-08-08 02:50:27,2026-08-08 02:00:28,2026-08-09 01:50:28,,,R8250013,9d361cb6-bcc5-7be0-0779-250a6544e313,INSERT,2152,2026-09-07 11:44:00
f7464c02-8718-54c1-7d4e-d26edcd5bfae,327375bf-5373-bf4d-5da4-9cb92fdc9992,FAILED,TERRAPAY,P770153,PREDEFINED,PROVIDER_TIMEOUT,2026-08-14 08:28:25,2026-08-15 08:28:25,2026-08-14 08:38:25,2026-08-15 08:28:25,provider declined,ERR_42,,9645f0e4-647d-c392-9c7e-b575637ddcd6,INSERT,2153,2026-09-07 11:46:00
623ad0fc-9326-7d25-234b-456298af5cca,b1850eb8-5f90-fc87-2edc-017e1df05d18,COMPLETED,THUNES,P543588,SMART_ROUTING,,2026-08-23 11:17:16,2026-08-23 11:57:16,2026-08-23 11:27:16,2026-08-24 11:17:16,,,R9164971,eb4e2281-b184-d1fc-8991-b01aa2b03c4b,INSERT,2154,2026-09-07 11:37:00
816462cb-8fc3-d7d3-f6bd-80c7624a2a50,02740f73-f3ab-ea0d-5be9-fdb3dd92dd7c,COMPLETED,TERRAPAY,P784793,PROBING,,2026-08-17 06:28:57,2026-08-20 17:48:57,2026-08-17 06:38:57,2026-08-18 06:28:57,,,R7864135,b5cbe3f5-6a66-c184-7de1-bf5daf4847f0,INSERT,2155,2026-09-07 11:35:00
82c42e48-8cba-dae5-7ecc-daf4c4134dc2,2b0fbe44-49e6-4c22-89a0-b7eb398f569b,COMPLETED,TERRAPAY,P218710,PRIORITY_ORDER,,2026-07-28 12:19:35,2026-07-29 16:06:15,2026-07-28 12:29:35,2026-07-29 12:19:35,,,R5494430,fdab3441-d2c2-a960-8b09-01abc66dceb3,INSERT,2156,2026-09-07 11:55:00
52daf681-2b1a-c76c-89ec-bc5198cbaa52,0f321333-ce31-5937-34fa-32b6d0437e4c,COMPLETED,CELLULANT,P838253,PREDEFINED,,2026-08-31 03:41:04,2026-08-31 03:51:04,2026-08-31 03:51:04,2026-09-01 03:41:04,,,R5854206,dba6fdf8-f3d0-4ffb-4470-9848929ecc92,INSERT,2157,2026-09-07 11:47:00
6a0aa7d5-a0b8-5755-44ca-a5a2a1e518a2,ad1db537-d7f3-4368-c2ef-eecb3f5fbf4f,WAITING_ON_PROVIDER,TERRAPAY,P493396,PROBING,INSUFFICIENT_FUNDS,2026-08-31 15:24:17,2026-08-31 15:29:17,2026-08-31 15:34:17,2026-09-01 15:24:17,provider declined,ERR_42,,c4d598f7-e14f-e093-cb6a-d0c7a2356dd4,INSERT,2158,2026-09-07 11:53:00
5bb47c18-b281-87c4-aa05-5442a284e8fd,c62dbaea-de70-bd30-00a2-136794fb09f0,WAITING_ON_PROVIDER,CELLULANT,P991401,PRIORITY_ORDER,PROVIDER_TIMEOUT,2026-08-07 00:09:53,2026-08-07 00:14:53,2026-08-07 00:19:53,2026-08-08 00:09:53,provider declined,ERR_42,,6dfd171a-f7d7-465d-37c3-b3c965d0b517,INSERT,2159,2026-09-07 11:38:00
042b03ca-75a7-2686-d632-1d31c8acffcf,aebbb90e-e4e7-51de-57ff-51d9c9ce44bd,COMPLETED,THUNES,P230272,SMART_ROUTING,,2026-08-09 04:10:24,2026-08-10 04:10:24,2026-08-09 04:20:24,2026-08-10 04:10:24,,,R8403549,f54191ea-fde9-1c42-002c-4c2274de5f70,INSERT,2160,2026-09-07 11:45:00
6c1cc405-dc3f-42e0-fcf7-b8421edf3bfa,0260a123-71ef-e72a-ae13-591e84fa4c72,WAITING_ON_PROVIDER,THUNES,P827744,SMART_ROUTING,INVALID_ACCOUNT,2026-08-08 07:57:08,2026-08-08 08:02:08,2026-08-08 08:07:08,2026-08-09 07:57:08,provider declined,ERR_42,,16de66c9-6210-def6-3a9c-43081221cddf,INSERT,2161,2026-09-07 11:50:00
6965d1d1-eb7e-2e64-26c0-747ebf8e8bfa,70aa5b0d-2a03-8ad4-a667-b9829c3de1b0,COMPLETED,TERRAPAY,P746002,PROBING,,2026-08-11 08:14:55,2026-08-12 08:14:55,2026-08-11 08:24:55,2026-08-12 08:14:55,,,R4644760,23d7e6a1-19b8-14fc-e587-1d8916312fc6,INSERT,2162,2026-09-07 11:42:00
3d4574eb-f465-5a21-cb35-097ae5dd98f1,6449cb6f-bf72-ae52-304b-237082701238,FAILED,TERRAPAY,P618927,PROBING,INSUFFICIENT_FUNDS,2026-08-22 16:13:22,2026-08-23 20:00:02,2026-08-22 16:23:22,2026-08-23 16:13:22,provider declined,ERR_42,,980bc81e-a359-5d1f-7fe4-a42e3db788a6,INSERT,2163,2026-09-07 11:37:00
81b13b80-65e1-b0f5-ca0e-e8c4f2dcb12b,431e930f-0387-f74d-1149-d096965d744f,COMPLETED,THUNES,P400404,PROBING,,2026-07-30 21:46:46,2026-07-30 21:47:01,2026-07-30 21:56:46,2026-07-31 21:46:46,,,R8106413,a3fa4069-1519-fd38-66fb-a71db3a9dcaa,INSERT,2164,2026-09-07 11:38:00
16120aa6-3e96-39ba-0ed2-ec9d3d175712,b2dc6c34-4f67-448e-10ec-eb1fa4a5c736,COMPLETED,TERRAPAY,P555589,PRIORITY_ORDER,,2026-08-08 13:04:33,2026-08-12 00:24:33,2026-08-08 13:14:33,2026-08-09 13:04:33,,,R8606317,4f2da233-0e16-5b12-9bdc-70d19cbf7b8c,INSERT,2165,2026-09-07 11:50:00
861b4f5b-45a0-8539-6de8-370ace9e9ebd,44cdbfdd-df9b-141e-c7f7-bda1bff15840,FAILED,THUNES,P166974,PREDEFINED,PROVIDER_TIMEOUT,2026-08-27 20:46:20,2026-08-27 21:11:20,2026-08-27 20:56:20,2026-08-28 20:46:20,provider declined,ERR_42,,13badc91-a0a5-fde6-939f-71a2f99cea5c,INSERT,2166,2026-09-07 11:49:00
0e3141ec-5c31-1464-82c2-99f07487d772,44cdbfdd-df9b-141e-c7f7-bda1bff15840,COMPLETED,CELLULANT,P623879,SMART_ROUTING,,2026-08-27 21:11:30,2026-08-27 22:11:29,2026-08-27 21:21:30,2026-08-28 21:11:30,,,R7168777,1a57f9e4-c5f8-e2f8-414f-499428457780,INSERT,2167,2026-09-07 11:52:00
6a8fcacb-3f8e-2d0d-5261-9dec3979d5f5,e9f87970-cd98-f9e2-8d88-8beb090d9655,WAITING_ON_PROVIDER,CELLULANT,P855276,PREDEFINED,INVALID_ACCOUNT,2026-08-18 04:49:56,2026-08-18 04:54:56,2026-08-18 04:59:56,2026-08-19 04:49:56,provider declined,ERR_42,,5f705b25-9250-2e59-13f0-6822d3748a11,INSERT,2168,2026-09-07 11:41:00
76c3e642-3e19-fc1d-9f6a-6a65bd54da04,335f2f59-5e71-7fca-020a-449774ed5145,COMPLETED,TERRAPAY,P486162,PROBING,,2026-09-01 13:07:48,2026-09-01 13:17:48,2026-09-01 13:17:48,2026-09-02 13:07:48,,,R4278644,c2aef674-8beb-4e78-e683-73a3bb82b796,INSERT,2169,2026-09-07 11:34:00
ff38b918-f8f9-a45d-0f55-4896f610396b,34879e41-1a9c-672a-4eb9-047dba2ac3d9,FAILED,TERRAPAY,P249289,PREDEFINED,INSUFFICIENT_FUNDS,2026-08-13 09:44:06,2026-08-13 10:44:05,2026-08-13 09:54:06,2026-08-14 09:44:06,provider declined,ERR_42,,e5b4a1ae-3b41-c943-ebd8-a3b10b3d0c36,INSERT,2170,2026-09-07 11:31:00
e5449887-b36a-b3ed-69be-173a850ef0ad,34879e41-1a9c-672a-4eb9-047dba2ac3d9,COMPLETED,CELLULANT,P490586,PROBING,,2026-08-13 10:44:15,2026-08-16 22:04:15,2026-08-13 10:54:15,2026-08-14 10:44:15,,,R2424426,222df6a4-8163-b6ce-1877-bc0694ad6252,INSERT,2171,2026-09-07 11:43:00
95af6d0c-c528-5425-c7a9-f33c22d839d3,459ee674-73e7-f042-516c-3b0a53853918,FAILED,THUNES,P214266,SMART_ROUTING,INSUFFICIENT_FUNDS,2026-08-21 01:34:02,2026-08-21 01:38:02,2026-08-21 01:44:02,2026-08-22 01:34:02,provider declined,ERR_42,,50647c59-774f-6354-7316-ce642a147a96,INSERT,2172,2026-09-07 11:46:00
53ea4919-db48-62c2-d5ff-2a1f370b9a29,4de1087b-afa1-4a55-cebe-abaa28597b34,COMPLETED,CELLULANT,P255528,PRIORITY_ORDER,,2026-08-30 21:30:56,2026-08-30 21:31:11,2026-08-30 21:40:56,2026-08-31 21:30:56,,,R5164420,837217e0-6570-46ea-5b11-f51ff7e9101d,INSERT,2173,2026-09-07 11:55:00
f004e897-a15b-2e18-afb0-64065f4b1a97,38e7e019-fb89-86c8-c7ec-fe71d49347fc,COMPLETED,THUNES,P776001,PRIORITY_ORDER,,2026-07-26 00:13:17,2026-07-26 00:53:17,2026-07-26 00:23:17,2026-07-27 00:13:17,,,R5342289,0594b24f-1332-5c31-d010-318aeadc9960,INSERT,2174,2026-09-07 11:35:00
7fb75c57-4b8c-031f-a5b4-09833eebc04a,260cb547-e228-0fe3-722d-ce1347a48c42,COMPLETED,THUNES,P532005,PROBING,,2026-09-07 08:41:59,2026-09-07 19:48:39,2026-09-07 08:51:59,2026-09-08 08:41:59,,,R2023059,2321e64e-620d-4a1f-479f-66281674eb65,INSERT,2175,2026-09-07 11:42:00
cf03f0c8-0eff-d5bd-47eb-340dc74e48ff,98dc9e0b-51a1-f5df-06ac-10102e0869c1,COMPLETED,THUNES,P594596,PREDEFINED,,2026-08-31 10:26:46,2026-09-01 14:13:26,2026-08-31 10:36:46,2026-09-01 10:26:46,,,R4905100,3f738f50-19a2-676f-28dd-2bfdf956be95,INSERT,2176,2026-09-07 11:38:00
5a07d758-b357-f3f9-b415-7cea07388ba4,bcf474aa-ce63-cb1a-5168-bbf297af5bde,COMPLETED,CELLULANT,P695225,SMART_ROUTING,,2026-09-02 03:02:58,2026-09-02 14:09:38,2026-09-02 03:12:58,2026-09-03 03:02:58,,,R4158036,e1b243cc-cf76-7343-fced-f994d631c383,INSERT,2177,2026-09-07 11:41:00
24435958-eacf-33a9-b466-fab6962c04dd,cd6bb03b-eb35-37a0-2d6e-0291b7893986,COMPLETED,TERRAPAY,P911982,PRIORITY_ORDER,,2026-07-26 08:14:21,2026-07-26 08:15:51,2026-07-26 08:24:21,2026-07-27 08:14:21,,,R9829762,12916e60-f5e7-2daf-5d69-6bc8dc54d59b,INSERT,2178,2026-09-07 11:49:00
2401342a-7f05-fbf5-efca-c5771aa6f7cb,5176a9d1-9a36-24d6-2e9c-e8ff084a3c4b,COMPLETED,CELLULANT,P447255,PRIORITY_ORDER,,2026-08-29 03:10:28,2026-08-29 14:17:08,2026-08-29 03:20:28,2026-08-30 03:10:28,,,R4992909,2afaab7b-51cb-f9e5-fb7d-3ba158c88c48,INSERT,2179,2026-09-07 11:32:00
39bfca38-afe9-be90-c21c-3fb3a6a5f0ff,d42cb1ae-19f7-38cb-6016-c7438bc83a02,COMPLETED,TERRAPAY,P270557,PROBING,,2026-08-31 16:57:11,2026-09-01 04:03:51,2026-08-31 17:07:11,2026-09-01 16:57:11,,,R2236638,4b7f2183-088d-bd82-d883-e3f8cc9803de,INSERT,2180,2026-09-07 11:59:00
0db5d441-2837-f418-6f27-c1b9e3c6dedb,07ef2ba8-b45a-6ab3-7b94-a34de4aa786d,FAILED,THUNES,P206176,PREDEFINED,INSUFFICIENT_FUNDS,2026-07-28 02:27:29,2026-07-28 13:34:09,2026-07-28 02:37:29,2026-07-29 02:27:29,provider declined,ERR_42,,b27b7bb4-68c6-90b2-30a2-cee8f9722cc1,INSERT,2181,2026-09-07 11:40:00
8a45a905-badf-9397-ecf2-6429b8d77d2f,07ef2ba8-b45a-6ab3-7b94-a34de4aa786d,COMPLETED,TERRAPAY,P378150,PREDEFINED,,2026-07-28 13:34:19,2026-07-28 14:34:19,2026-07-28 13:44:19,2026-07-29 13:34:19,,,R5989554,64953d5f-0cb4-e891-188d-f23b3ccff6eb,INSERT,2182,2026-09-07 11:58:00
