id,transaction_id,account_id,state,amount,currency,to_wallet_id,created_at,updated_at,_cdc_operation,_cdc_lsn,_cdc_loaded_at
66fadca0-0b53-1932-bd94-19aa3ea6e5b2,b40a9181-ac09-bdb7-9908-6e477249f62c,9261549d-3d22-5c30-b28f-41defb140bc3,COMPLETED,542.67,USD,379ef467-8a2d-b2e6-3bfd-a8a6705fddf5,2026-07-27 18:23:58,2026-07-28 01:17:58,INSERT,1539,2026-09-07 11:43:00
8e4c3ab5-6d5d-0477-adc2-9178a0411612,e95d2761-bc36-dc59-e134-edfc97777f10,cae9b4a7-2a79-ea68-0f44-704f1247ea4e,COMPLETED,509.91,EUR,582b91ee-f8e8-035b-0c00-988a7ee1011a,2026-08-06 20:34:39,2026-08-07 00:44:39,INSERT,1540,2026-09-07 11:30:00
a58e83dd-548c-1d84-340d-e04941476506,636f6e5c-2253-e706-87ad-8b268eaa5841,50843242-168b-1625-746f-78910964fbbf,COMPLETED,871.65,USD,d8ddbbc0-7325-3aa3-ec17-0298143df5b3,2026-08-20 19:13:37,2026-08-21 23:24:37,INSERT,1541,2026-09-07 11:49:00
6589ada1-345a-f934-b42a-2d939aba0f15,3e1a963e-ea18-d32c-7a9a-8ef5c11bd1c4,587ef344-6f3f-920c-98b8-e4cc1bc044fc,COMPLETED,677.25,USD,52555c75-8d55-119e-3d44-cb2cea45ba41,2026-08-02 17:23:37,2026-08-03 01:24:37,INSERT,1542,2026-09-07 11:49:00
95831d58-ef4c-5119-8da5-d39b42c21797,255b30e2-bdc2-b74b-38a5-6b49dd34aa18,81fb18b3-c9a7-d91f-ef2a-e71357021049,COMPLETED,60.23,USD,4b91b8cb-6ae6-6582-b852-b3cd9442b5e6,2026-08-08 16:34:50,2026-08-09 20:50:50,INSERT,1543,2026-09-07 11:31:00
0f09105c-f50d-7a37-a44d-9fecfd85d7fa,2f1dc121-7d02-4c6d-8bea-75c1b86677aa,49bc473f-ed7b-f656-218a-15368c99a894,COMPLETED,168.95,EUR,d8c128e7-d6cd-3155-08a8-ac7f862138ad,2026-08-29 01:44:29,2026-08-30 01:47:29,INSERT,1544,2026-09-07 11:54:00
261e2555-863e-1f2a-18a8-06efeb053fc4,2de46e91-e8e6-e840-f090-f5a0ce610199,c56811cd-5563-f616-00e8-5ece0b49452d,COMPLETED,613.15,EUR,86c5d1d6-9ea9-f508-3122-75923db02235,2026-09-01 23:23:48,2026-09-03 23:02:48,INSERT,1545,2026-09-07 11:51:00
6f14b3f6-d867-888b-7ff6-b824152aeaec,b3eda8f1-026b-5383-a301-ec030e5d8c6a,4a8ff810-784c-2f29-9804-02a2b07aa066,COMPLETED,506.38,USD,90dbfad6-54ce-26be-c8cc-e2c2a518a418,2026-08-11 21:52:28,2026-08-12 23:37:28,INSERT,1546,2026-09-07 11:49:00
bd5ff093-c16f-9bcc-6243-bed754ec3f33,ad5229dd-639f-c471-d975-0f00d5aba8ae,b535106e-122c-9a56-01d7-425638602ab6,COMPLETED,231.62,EUR,b076a7dc-fd0c-e433-ca5e-151b23d3cd4c,2026-08-01 09:16:05,2026-08-02 23:46:05,INSERT,1547,2026-09-07 11:34:00
cc4d5819-4b9d-fd58-9e5d-9c7ac5acc354,614c721d-a921-cb4c-95fb-e976ae007b7e,63b4c08b-6b8e-869f-d538-5b0e34f3193c,COMPLETED,400.03,GBP,15007170-12d1-5585-b68e-47fa3f175534,2026-08-20 08:20:08,2026-08-21 09:58:08,INSERT,1548,2026-09-07 11:32:00
991965ea-98d0-0c2c-17d3-0f328de1596c,16f142a2-06b9-19aa-1a71-67c768759545,f6e07cc0-6c52-c49f-9b49-bd26df57c59a,COMPLETED,508.17,GBP,629ef3d8-dd1c-a267-530d-dda6c8d0f9e5,2026-08-15 06:56:26,2026-08-16 20:58:26,INSERT,1549,2026-09-07 11:44:00
b88cddde-3f20-86c2-f1b8-8d65406f64d6,13b11e59-c85c-d714-7bf6-95524cbc9044,c56811cd-5563-f616-00e8-5ece0b49452d,COMPLETED,262.85,EUR,9dde0188-9803-b22e-7eec-e88da002352a,2026-08-01 14:48:38,2026-08-02 20:29:38,INSERT,1550,2026-09-07 11:35:00
a205e54f-b1e8-c09d-bc20-b9f24a9c589e,65f30779-f6ee-5cdb-2d79-a2d1506e50c7,d47d577b-fa5a-91ca-059d-d55d4b943e30,COMPLETED,196.75,EUR,c82f78fd-936c-d31c-f7bf-52447db2a7aa,2026-08-22 18:47:31,2026-08-24 18:15:31,INSERT,1551,2026-09-07 11:42:00
6c521d13-b719-bb68-2775-ee42a89e22f2,3df51967-4d86-70bd-a222-4f9623a13e20,da330aa1-541c-dfcd-da0d-4a5f148f8b74,COMPLETED,612.22,EUR,72f60958-12ef-6101-6082-786fca00ef58,2026-09-02 06:09:50,2026-09-03 10:05:50,INSERT,1552,2026-09-07 11:45:00
1ac3bf31-7b96-e2d1-0649-bcf6ff69723d,2697384d-801e-8690-b0c0-7fcc96add4df,d9acd158-4d34-85c5-c5c1-4eb4b27b3d90,COMPLETED,699.66,USD,f633cc2d-eba9-00e1-6a7d-5d964ba17233,2026-08-12 11:42:15,2026-08-13 19:19:15,INSERT,1553,2026-09-07 11:38:00
2a131c1f-ccd0-15c1-ad59-00dd1bff3142,57d3f4dd-d963-dc72-05c8-234b1d763a66,6f962882-95d8-2980-ff37-d19c2e76128b,COMPLETED,732.96,EUR,3e711433-bd90-b81a-fbe0-e6b8ee0f65a8,2026-08-08 01:49:58,2026-08-08 04:53:58,INSERT,1554,2026-09-07 11:56:00
93cd1291-1004-2d82-cbc7-2f1acf08ea54,c0986750-4741-9b48-34ae-4abd36fce0ac,a5769411-a0a1-1839-e745-770418dfbc3c,FAILED,23.92,EUR,89718eea-df3a-098a-ccac-2fb51a0c6c04,2026-08-14 08:27:55,2026-08-15 11:00:55,INSERT,1555,2026-09-07 11:38:00
224a66a6-ac0f-6801-15b2-4e1d97154633,eb2ec80e-4c25-5823-ccf4-ffb0b4bba73f,1ca35cfb-04fc-6d82-7d15-438552fbe43b,COMPLETED,736.09,EUR,4e2d6255-3d13-1a3d-1e2c-2e7d502cf0ee,2026-08-23 11:16:46,2026-08-23 23:03:46,INSERT,1556,2026-09-07 11:32:00
dff389aa-4c36-a70c-3f5e-3b8cc0582da5,d47f83b1-bc69-c155-1a37-f6bd6cd6f011,8c459ce2-67f4-8ad5-4d0b-0d1a91b0e1d9,COMPLETED,212.32,EUR,4347dbca-7321-a8b2-0840-405affd2f491,2026-08-14 22:13:45,2026-08-16 11:31:45,INSERT,1557,2026-09-07 11:49:00
2a7dc57c-6d9c-5b50-a1fd-41879c3a1e0b,59c2f153-b06b-0f0c-9682-2e22bcd4344f,505cc686-9f87-1ce7-5487-fd4febb7a385,COMPLETED,204.69,EUR,34e50699-c8eb-e27a-23a4-e70e9dbc15c0,2026-08-31 03:40:34,2026-08-31 19:51:34,INSERT,1558,2026-09-07 11:35:00
3fead90a-21f8-072d-ddb7-570eb390b059,a7e8d18e-ddf6-d4ac-46fe-acd4fe1393cd,bf780e3f-f6b7-51f7-9b74-92459b1bc895,COMPLETED,828.52,GBP,d4176230-5274-ee11-b61d-f906257035db,2026-08-31 15:23:47,2026-09-01 19:29:47,INSERT,1559,2026-09-07 11:43:00
1519830c-4019-8303-5c45-7e4da79313b8,462623be-e068-8849-eec7-1a30dfda35b2,3c07c574-4925-7af1-b6aa-e05b13d5f2f7,COMPLETED,285.64,USD,a61f0b96-e75f-745a-aa1d-3fc65f31273d,2026-09-05 07:46:35,2026-09-07 04:09:35,INSERT,1560,2026-09-07 11:51:00
7a10013f-36a2-c52b-0047-3139185df528,1758d47e-a7cd-e143-6de2-14293bf0d9c1,6e595ed3-a8b3-17fa-18d0-752b1825bc54,COMPLETED,635.51,USD,39e7a4f1-97fb-613a-21f8-9d0613f3cade,2026-08-08 07:56:38,2026-08-10 09:30:38,INSERT,1561,2026-09-07 11:57:00
249204c7-ad58-db1b-fe31-537aa43e558c,dfdf0e05-c0ce-f31b-d038-e153c601818b,49bc473f-ed7b-f656-218a-15368c99a894,COMPLETED,140.67,EUR,022b6683-9033-da65-87cf-63fd11836c4f,2026-08-11 08:14:25,2026-08-12 04:40:25,INSERT,1562,2026-09-07 11:34:00
e03635fc-a88d-4108-d8d9-94b8d90f74e9,b0c30a59-f0f7-ad22-c76a-8e0f48f091f0,4a8ff810-784c-2f29-9804-02a2b07aa066,FAILED,654.64,USD,9b5f8f39-848b-34f0-3498-17354d38e415,2026-08-22 16:12:52,2026-08-24 09:10:52,INSERT,1563,2026-09-07 11:48:00
f45707c6-7894-6a15-c342-01db2c3aacdc,8bde005b-5d8b-abd7-6bbd-b66f91816091,e27a984d-6548-21d0-7fcd-9eb1a7cad415,COMPLETED,777.52,EUR,0445c1a8-12af-97e4-c536-c66efcc4091b,2026-07-30 21:46:16,2026-08-01 00:11:16,INSERT,1564,2026-09-07 11:46:00
a2611b8d-9620-bee6-6406-face53a5e850,27c6cbb1-cedd-069d-f96c-9a0a3404c02a,bbda0242-2d17-4fc9-6f7c-15ea272a6d8e,COMPLETED,469.95,GBP,ae59aa52-a65b-e22b-d5a3-86d9c362a810,2026-08-08 13:04:03,2026-08-08 18:28:03,INSERT,1565,2026-09-07 11:39:00
b88416d2-d28f-cf68-c871-d7b38468b74d,58c1aad6-f3f8-dea4-7f14-eafa29f0ef7c,cae9b4a7-2a79-ea68-0f44-704f1247ea4e,COMPLETED,637.32,EUR,207e863f-5f32-d5d8-2abe-1585425e0259,2026-08-27 20:45:50,2026-08-28 06:08:50,INSERT,1566,2026-09-07 11:59:00
266bf2ea-eb93-f78c-620a-f1585d2d904f,0bc57207-3e9a-ec86-0325-4fbddce8e1c5,d499da99-45c4-5a3e-e9da-484a80759f1f,COMPLETED,58.75,EUR,db842660-f5d8-fb91-ee60-81ac2dd0622e,2026-08-18 04:49:26,2026-08-18 05:00:26,INSERT,1567,2026-09-07 11:42:00
d847dc53-c605-e58a-4845-4343ddb449dc,e0827f76-11a5-29b4-66a3-02d6f43e8c48,1ca35cfb-04fc-6d82-7d15-438552fbe43b,COMPLETED,883.64,EUR,8d9765c7-161d-5c87-53c9-fe594f89e3b2,2026-09-01 13:07:18,2026-09-03 00:20:18,INSERT,1568,2026-09-07 11:55:00
c2492e5e-005f-d0e6-55c3-b2dbf374190d,b186a5a8-d6ee-526b-a2cd-159058af393c,dea4ae17-54fd-9ad3-9716-108ef72169bb,COMPLETED,225.04,GBP,bcf2fc3b-d958-74c2-6053-8c1ba84510a1,2026-08-13 09:43:36,2026-08-13 11:21:36,INSERT,1569,2026-09-07 11:56:00
cd0254db-ed11-15d7-50a4-6c85d9d57b02,4aab47b2-3c9d-128a-2176-1930f6d70248,715629ee-e893-be3d-7354-ea6f61607459,FAILED,402.78,USD,bc4015fa-d4f7-6322-b362-c0d264988bde,2026-08-21 01:33:32,2026-08-21 05:49:32,INSERT,1570,2026-09-07 11:52:00
cb371d97-cdcc-2d6a-1a16-998c7648776e,3ff6579e-8cd4-b90a-bf82-11bc8e52fc42,fd5166e6-451b-4cf3-6123-fdf77656af72,COMPLETED,772.05,USD,0fc98d2e-030f-9be9-1f17-8f9323c97a1e,2026-07-26 00:12:47,2026-07-27 03:49:47,INSERT,1571,2026-09-07 11:45:00
5a9c0679-2c3d-17e2-6d39-da75aee70ab2,078c26ce-7f02-23bc-651e-a252b9744cde,4a15544d-c5e7-ce8a-3a57-8a8ea9488d99,COMPLETED,401.18,EUR,46653497-2fe9-22aa-e886-a01136f7a26c,2026-09-07 08:41:29,2026-09-08 23:52:29,INSERT,1572,2026-09-07 11:33:00
fdd5b0f8-d6d7-44fd-ef69-a9805ad479ef,d8b48ead-9360-8edf-382b-5b86f2a32efd,cae9b4a7-2a79-ea68-0f44-704f1247ea4e,COMPLETED,692.36,EUR,3c8e9d78-2d14-e9f4-2c78-644fd86065a2,2026-09-02 03:02:28,2026-09-02 06:52:28,INSERT,1573,2026-09-07 11:56:00
9d37efb6-eafb-3e90-54ec-84ce002ccb25,86c5547c-051a-0039-3803-dcee9a069295,f510ab53-c7fe-e39f-1190-f938a66fd7f7,COMPLETED,69.43,USD,573bfc17-2167-c35e-ce73-34f233932b6c,2026-07-26 08:13:51,2026-07-26 14:23:51,INSERT,1574,2026-09-07 11:56:00
d9cb3540-643f-fdae-92a5-4d04f2dde1f5,f2e3c6f0-0075-d3d5-ba94-aa662d7e4a45,50fd9d3f-85d5-1695-90b2-b633956b8c0c,COMPLETED,279.18,GBP,91468cdc-f716-4b73-c555-23edfe8956c8,2026-08-29 03:09:58,2026-08-31 02:10:58,INSERT,1575,2026-09-07 11:42:00
69fd28e6-e271-fff9-2a95-27f6f8170ebf,bb8aa843-702f-31e5-62cc-c6040c53644b,6f962882-95d8-2980-ff37-d19c2e76128b,COMPLETED,653.96,EUR,59ea4936-60f3-4ebc-e1bb-b8cd7e3a9f07,2026-08-31 16:56:41,2026-09-01 00:19:41,INSERT,1576,2026-09-07 11:37:00
17d5b563-fa60-ede1-e5eb-772df11c0ac5,13335bc9-bb63-5ff5-2931-0971601e0211,1a2a73ed-562b-0f79-c374-59eef50bea63,COMPLETED,169.69,EUR,9d17d218-fc3b-0de5-9812-62ac5683ede0,2026-07-28 02:26:59,2026-07-29 01:47:59,INSERT,1577,2026-09-07 11:50:00
06969d48-18d4-2238-331d-e35c7af6cd41,a005f5e1-a97a-2846-d2ea-ef184b6797a1,7da67785-b63b-4dc3-a559-e46379e13cea,COMPLETED,396.29,USD,4ab427e3-a360-7681-2bbb-a89d34fadee1,2026-08-11 00:23:46,2026-08-11 00:39:46,INSERT,1578,2026-09-07 11:55:00
aadf3692-b24b-eb96-c092-7b7426b07ff6,907276ea-44c0-7a9a-d64a-cb1f39eb038a,8c459ce2-67f4-8ad5-4d0b-0d1a91b0e1d9,COMPLETED,429.25,EUR,5802b640-ab0b-4cc5-15f0-ea1918c180d2,2026-08-06 06:45:43,2026-08-07 12:47:43,INSERT,1579,2026-09-07 11:32:00
ae49c079-9bd0-d4c7-9e45-455e24d38751,46818a88-2c15-4804-0997-59a37919955c,a5769411-a0a1-1839-e745-770418dfbc3c,COMPLETED,523.38,EUR,6552ac53-09ed-a6f5-66d7-1d97b193c8b8,2026-08-25 06:52:58,2026-08-26 16:01:58,INSERT,1580,2026-09-07 11:48:00
711456de-301c-8db3-16db-80dba543148e,6ab19e15-ba92-992e-44f8-b53c52246d05,fcd6bdca-5876-fd09-f1fa-f665711533f3,COMPLETED,701.15,EUR,683c510e-d2ef-a93b-e9d6-bb7e361db014,2026-08-08 02:05:06,2026-08-09 08:20:06,INSERT,1581,2026-09-07 11:50:00
927f8103-da94-08c0-29b4-4cb10cb5ee5c,0706fec2-48fa-4e98-1723-ecdbb0588256,4e7ed827-455a-c762-7428-a656b3ee4d3b,COMPLETED,679.09,GBP,db6ba39b-36dd-9529-f704-d72fc7a2f280,2026-09-03 03:56:14,2026-09-03 21:36:14,INSERT,1582,2026-09-07 11:45:00
4082fcda-7580-e4e9-5945-0186da018d29,6c7e9a2c-467f-358b-a48a-a108b599277f,4d6168bd-2def-e193-5c62-b3a23a3c563e,COMPLETED,647.21,USD,ad5cba24-4d59-616b-7779-857f37dc8c78,2026-08-23 00:46:19,2026-08-23 21:38:19,INSERT,1583,2026-09-07 11:46:00
c3f62136-846d-5a3b-2661-c42630385dd7,a6c681b0-e472-9be5-f3c2-944ab60a3dcc,e27a984d-6548-21d0-7fcd-9eb1a7cad415,COMPLETED,249.81,EUR,ce30a61d-0e88-c8ec-e651-e3e13d846fc9,2026-08-09 06:48:43,2026-08-10 01:43:43,INSERT,1584,2026-09-07 11:42:00
5f269466-54d1-332a-e308-2ddcc9c04b7d,4e9d23e9-df16-2ec3-be84-8aa2392c04da,2260e70f-e0cc-edc5-f05d-b76e1a84a51a,COMPLETED,215.58,GBP,76b90436-4b46-ef33-95e7-f61442b40281,2026-08-25 06:28:17,2026-08-25 12:34:17,INSERT,1585,2026-09-07 11:57:00
0134e76b-0ed9-fa95-a26e-865b503be788,a18b5d15-5527-3407-7cd2-192f14b00f62,ac1e86d8-bfbf-397b-ac3e-7b0d5e5ba13d,COMPLETED,178.71,USD,c2dd901d-359a-1533-4605-ec0e73b9c2ac,2026-09-04 08:45:42,2026-09-06 09:37:42,INSERT,1586,2026-09-07 11:32:00
ff02f5b0-57bd-56c9-2240-063bfed747be,e3524444-6f04-af36-567c-5d44862c92fd,e27a984d-6548-21d0-7fcd-9eb1a7cad415,COMPLETED,477.85,EUR,c0079336-5bf7-dda1-7d7c-59a5e6c11650,2026-08-15 15:11:33,2026-08-17 16:53:33,INSERT,1587,2026-09-07 11:43:00
0c5921f8-050d-cbfe-d60b-f603a750350e,a976dc4d-0c47-2187-fea3-5d37980b6853,4a8ff810-784c-2f29-9804-02a2b07aa066,COMPLETED,568.36,USD,71be94c3-6ab1-cdb6-1da4-66feb0937085,2026-08-05 22:00:57,2026-08-07 10:31:57,INSERT,1588,2026-09-07 11:54:00
c72850c1-3322-c68b-9be7-8aec32da81f0,1b341937-c8e6-0939-1d2f-ed2a485f7888,40a26c60-0d27-0659-f72a-da9b2f32751e,COMPLETED,563.57,GBP,f91e5fcd-85ec-e729-d4dd-1b56435391b2,2026-08-18 08:02:22,2026-08-20 09:07:22,INSERT,1589,2026-09-07 11:47:00
54231dbe-2ba6-b158-a5ae-cf37a9d1a28e,da1c96ae-0279-e2ab-0bbf-6334e3ea2d7f,3a9aca5e-1761-32ed-069f-14f140181c6e,COMPLETED,769.1,USD,f480b91e-700e-0efc-e4ff-c31a5b86ea69,2026-07-30 03:02:04,2026-07-30 09:32:04,INSERT,1590,2026-09-07 11:33:00
cd613988-7b90-942f-973b-6977e9462820,1a8cf13c-28ce-231e-d827-4fc3f1458426,e45b712e-b822-5688-d0a4-44329cd6c852,COMPLETED,71.61,GBP,2e671784-702b-7014-adab-2c2f91a646da,2026-08-27 07:05:48,2026-08-29 08:41:48,INSERT,1591,2026-09-07 11:31:00
fa575cea-3957-1344-90a4-a421b9493906,be5e215e-c47c-c30b-865a-7766ad8cbfea,4a15544d-c5e7-ce8a-3a57-8a8ea9488d99,COMPLETED,640.02,EUR,569adef0-df86-5633-ab7a-eb66f4acc7e2,2026-08-08 18:06:49,2026-08-08 18:57:49,INSERT,1592,2026-09-07 11:43:00
3dab1614-5215-0ed8-7ddc-a413c05db774,2a57e880-de92-05ea-7eef-09abda143a47,40a26c60-0d27-0659-f72a-da9b2f32751e,COMPLETED,766.98,GBP,0ce3c8c8-4735-4e4f-f85b-6d0a54b58635,2026-08-01 02:50:01,2026-08-02 13:21:01,INSERT,1593,2026-09-07 11:53:00
b783e1d5-d264-04b9-23f4-7a557e0f60b2,0bb81d38-1b37-ef19-b3bc-912f5fb7474e,815ef6d1-3b8f-aa18-37f8-a88b17fc695a,COMPLETED,501.97,EUR,1b61d453-68c2-094d-b8b8-18cfbe153187,2026-09-01 07:57:57,2026-09-02 03:53:57,INSERT,1594,2026-09-07 11:55:00
2d5d2395-e901-a768-ebd1-4b0cc7f4f4f9,7ba16dd7-95ca-788d-d6bc-a7126ecca931,f6e07cc0-6c52-c49f-9b49-bd26df57c59a,COMPLETED,506.84,GBP,bb01b2a5-2c74-5800-941c-23fab11af726,2026-08-29 05:45:05,2026-08-29 09:04:05,INSERT,1595,2026-09-07 11:33:00
b63d65d5-505c-7527-dc57-546d8c3d031a,d7d3b9d9-4c85-9233-8325-bd9ebf98e734,5d59cd2a-4eea-04e7-0ab5-4bde20a04502,COMPLETED,636.01,EUR,a1f0fa7a-8db7-8572-ef7d-b821bca0258e,2026-08-13 12:52:59,2026-08-15 06:00:59,INSERT,1596,2026-09-07 11:38:00
88addab1-d765-4a18-e4d4-66ebbf74531c,6adfd568-b5ca-a993-aaca-d101f1530f68,50843242-168b-1625-746f-78910964fbbf,COMPLETED,532.87,USD,6c21835d-d8e8-b97c-e0a2-59014932936e,2026-08-20 19:06:14,2026-08-22 03:54:14,INSERT,1597,2026-09-07 11:52:00
0351b09d-0dc5-fb06-8d58-09b7f740d87c,af65e8cc-f9cf-8499-c9c1-ad45f4ea6b97,6f962882-95d8-2980-ff37-d19c2e76128b,COMPLETED,361.05,EUR,9edd2182-33fd-862d-4057-e470be6127a8,2026-07-26 18:44:07,2026-07-27 20:47:07,INSERT,1598,2026-09-07 11:35:00
f6dbb2b6-b993-ff63-c6b1-8d94324bcc3d,bd0b0fa2-8bee-f83f-96a0-6bf2c14ebd10,d47d577b-fa5a-91ca-059d-d55d4b943e30,COMPLETED,589.92,EUR,2d6bc882-72e5-88e9-4b4f-3b2e318910ec,2026-08-27 16:57:08,2026-08-29 17:24:08,INSERT,1599,2026-09-07 11:59:00
4d187b75-a971-a31f-d7d8-05949d9887bc,c60ea4d5-0d04-dcb6-98cd-26555297e1ad,815ef6d1-3b8f-aa18-37f8-a88b17fc695a,COMPLETED,155.26,EUR,8cd74c27-929a-f586-ca37-6c367d94bf10,2026-08-01 00:21:42,2026-08-01 03:05:42,INSERT,1600,2026-09-07 11:53:00
e2ba9fce-aebb-af9c-0a35-653cf57a431e,9f027cbf-eb29-d912-9d1b-83dfa46b6fce,533420e6-d9d8-0b8d-7e8a-dee70758e201,COMPLETED,231.51,EUR,cbd431cc-ea7a-8c21-61a1-a29c5228ed8d,2026-08-10 07:07:39,2026-08-11 13:33:39,INSERT,1601,2026-09-07 11:36:00
f3102525-f517-9e72-5f85-7b21a5df6f85,ad62d094-4c4d-6e40-24e2-226ca250d133,bbda0242-2d17-4fc9-6f7c-15ea272a6d8e,COMPLETED,279.58,GBP,8e190d07-dff0-b9bf-8db3-c2c102dabd76,2026-08-12 11:32:21,2026-08-14 00:48:21,INSERT,1602,2026-09-07 11:36:00
c04446bf-d9f4-8bbd-0dec-644cda2d2156,abc53545-2e6d-7a04-1d57-e73431bf5cf6,bf780e3f-f6b7-51f7-9b74-92459b1bc895,COMPLETED,754.58,GBP,8c8181b4-fe8b-4ccb-fd75-a5f3eeafca83,2026-08-04 05:14:11,2026-08-05 23:21:11,INSERT,1603,2026-09-07 11:48:00
e4354021-392a-9fc4-647a-c5915da64a3a,c6735380-a766-8617-78db-cde38a284792,664fa663-7e8f-8095-624c-69b6b24445a7,FAILED,806.71,EUR,db6f1c33-bbb4-c0ce-96f0-1335c5ab48da,2026-08-06 03:38:24,2026-08-07 16:45:24,INSERT,1604,2026-09-07 11:43:00
